선수명,ID,팀명,경기,도루시도,도루허용,도루실패,도루성공률,주루사,견제사
조영우,64768,SK,1,0,0,0,-,0,0
채태인,77463,SK,71,0,0,0,-,1,0
하재훈,69813,SK,1,0,0,0,-,0,0
현원회,50840,SK,1,0,0,0,-,0,0
화이트,50802,SK,9,0,0,0,-,1,0
구본혁,69100,LG,125,0,0,0,-,1,1
김대현,66145,LG,1,0,0,0,-,0,0
김현수,76290,LG,142,2,0,2,0.0,4,0
김호은,66113,LG,69,0,0,0,-,1,0
남호,69104,LG,1,0,0,0,-,0,0
류원석,63103,LG,1,0,0,0,-,0,0
박재욱,64100,LG,15,0,0,0,-,0,0
박지규,65136,LG,4,0,0,0,-,0,0
백승현,65109,LG,27,0,0,0,-,1,0
백청훈,78819,LG,1,0,0,0,-,0,0
송은범,73801,LG,4,0,0,0,-,0,0
양석환,64153,LG,40,0,0,0,-,1,0
이성우,71184,LG,72,0,0,0,-,3,0
이우찬,61145,LG,1,0,0,0,-,0,0
이재원,68106,LG,16,0,0,0,-,0,0
이정용,69134,LG,1,0,0,0,-,0,0
이찬혁,67164,LG,1,0,0,0,-,0,0
장준원,64115,LG,46,0,0,0,-,0,1
전민수,78361,LG,4,0,0,0,-,0,0
정우영,69159,LG,2,0,0,0,-,0,0
진해수,76650,LG,1,0,0,0,-,0,0
채은성,79192,LG,109,3,0,3,0.0,4,0
최동환,79140,LG,3,0,0,0,-,0,0
최성훈,62146,LG,3,0,0,0,-,0,0
최재원,63913,LG,6,0,0,0,-,0,0
강동연,61295,NC,3,0,0,0,-,0,0
김건태,60339,NC,5,0,0,0,-,0,0
김기환,65462,NC,4,0,0,0,-,0,0
김준완,63920,NC,45,0,0,0,-,1,0
김진성,75867,NC,2,0,0,0,-,0,0
김태군,78122,NC,80,0,0,0,-,1,0
김형준,68912,NC,44,0,0,0,-,2,0
노진혁,62931,NC,132,4,0,4,0.0,1,0
도태훈,66965,NC,11,0,0,0,-,0,0
모창민,78813,NC,62,0,0,0,-,1,0
박석민,74465,NC,123,1,0,1,0.0,5,0
박시원,50996,NC,1,0,0,0,-,0,0
배민서,69974,NC,1,0,0,0,-,0,0
배재환,64995,NC,1,0,0,0,-,0,0
서호철,69995,NC,2,0,0,0,-,0,0
손정욱,63914,NC,1,0,0,0,-,0,0
송명기,69962,NC,1,0,0,0,-,0,0
원종현,76118,NC,4,0,0,0,-,0,0
유영준,63903,NC,4,0,0,0,-,0,0
윤수강,62537,NC,4,0,0,0,-,0,0
홍성무,65042,NC,1,0,0,0,-,0,0
강민국,64906,KT,81,1,0,1,0.0,1,0
강현우,50066,KT,26,0,0,0,-,0,0
김민,68043,KT,2,0,0,0,-,0,0
김민수,65048,KT,1,0,0,0,-,0,0
김병희,64014,KT,29,0,0,0,-,0,0
김성훈,69098,KT,1,0,0,0,-,0,0
김재윤,65062,KT,2,0,0,0,-,0,0
김태훈,65040,KT,2,0,0,0,-,0,0
로하스,67025,KT,142,1,0,1,0.0,7,0
류희운,64029,KT,1,0,0,0,-,0,0
문상인,67063,KT,3,0,0,0,-,0,0
문상철,64007,KT,74,1,0,1,0.0,1,0
박경수,73113,KT,119,1,0,1,0.0,5,0
박준혁,68003,KT,12,0,0,0,-,0,0
안현준,64041,KT,1,0,0,0,-,0,0
유원상,76757,KT,1,0,0,0,-,0,0
유한준,74339,KT,119,0,0,0,-,2,0
이대은,67008,KT,2,0,0,0,-,0,0
이보근,75342,KT,1,0,0,0,-,0,0
이상화,77563,KT,1,0,0,0,-,0,0
이창재,65057,KT,1,0,0,0,-,0,0
이홍구,63634,KT,49,0,0,0,-,2,0
장성우,78548,KT,130,0,0,0,-,1,0
전유수,75340,KT,2,0,0,0,-,0,0
정주후,65096,KT,10,1,0,1,0.0,0,0
조병욱,67045,KT,1,0,0,0,-,0,0
주권,65060,KT,2,0,0,0,-,0,0
허도환,77243,KT,52,0,0,0,-,0,0
홍현빈,67005,KT,40,1,0,1,0.0,0,0
고장혁,63636,KIA,7,0,0,0,-,1,0
김민식,62864,KIA,69,0,0,0,-,3,0
김주찬,70410,KIA,7,1,0,1,0.0,0,0
김현준,66630,KIA,1,0,0,0,-,0,0
나주환,73209,KIA,64,0,0,0,-,1,0
나지완,78629,KIA,137,0,0,0,-,7,0
문선재,79113,KIA,15,0,0,0,-,2,0
박민,50657,KIA,6,0,0,0,-,0,0
백용환,78643,KIA,52,0,0,0,-,0,0
오선우,69636,KIA,59,0,0,0,-,0,0
유민상,62265,KIA,126,0,0,0,-,4,0
이정훈,67644,KIA,3,0,0,0,-,0,0
이창진,64560,KIA,22,1,0,1,0.0,2,1
장영석,79334,KIA,11,0,0,0,-,0,0
장현식,63950,KIA,1,0,0,0,-,0,0
최정용,65464,KIA,38,0,0,0,-,0,0
최형우,72443,KIA,140,0,0,0,-,3,0
터커,69652,KIA,142,2,0,2,0.0,3,0
한승택,63722,KIA,83,0,0,0,-,2,0
홍종표,50600,KIA,40,2,0,2,0.0,1,0
황대인,65610,KIA,63,0,0,0,-,1,0
강민호,74540,삼성,119,0,0,0,-,2,0
권정웅,65412,삼성,3,0,0,0,-,0,0
김대우,61365,삼성,1,0,0,0,-,0,0
김도환,69442,삼성,34,0,0,0,-,1,0
김민수,64793,삼성,17,0,0,0,-,0,0
김성윤,67449,삼성,9,0,0,0,-,0,1
김응민,60288,삼성,45,0,0,0,-,2,0
김재현,64499,삼성,35,0,0,0,-,0,0
라이블리,69439,삼성,1,0,0,0,-,0,0
백승민,64410,삼성,7,0,0,0,-,0,0
송준석,64469,삼성,32,0,0,0,-,1,0
양우현,69403,삼성,7,0,0,0,-,0,0
양창섭,68415,삼성,1,0,0,0,-,0,0
이원석,75566,삼성,121,1,0,1,0.0,1,1
임현준,61457,삼성,1,0,0,0,-,0,0
장지훈,67443,삼성,1,0,0,0,-,0,0
홍정우,65496,삼성,1,0,0,0,-,0,0
김문호,76509,한화,18,0,0,0,-,0,0
김민하,61554,한화,36,0,0,0,-,1,0
김지수,65503,한화,14,0,0,0,-,0,0
김진욱,68701,한화,1,0,0,0,-,0,0
김태균,71752,한화,67,0,0,0,-,0,0
김현민,69702,한화,4,0,0,0,-,0,0
김회성,79705,한화,15,0,0,0,-,0,0
노시환,69737,한화,106,1,0,1,0.0,1,0
노태형,64704,한화,55,1,0,1,0.0,1,0
박상언,66707,한화,38,0,0,0,-,0,0
박정현,50709,한화,30,0,0,0,-,2,0
박한결,63703,한화,13,0,0,0,-,0,0
송광민,76753,한화,94,0,0,0,-,1,0
양성우,62797,한화,5,0,0,0,-,0,0
오선진,78756,한화,93,1,0,1,0.0,1,0
유장혁,69766,한화,30,1,0,1,0.0,1,0
이도윤,65703,한화,14,0,0,0,-,0,0
이동훈,66702,한화,37,0,0,0,-,1,0
이해창,60343,한화,70,2,0,2,0.0,2,0
임종찬,50704,한화,52,1,0,1,0.0,1,1
장운호,63700,한화,24,0,0,0,-,0,0
정기훈,64209,한화,29,1,0,1,0.0,0,0
정우람,74857,한화,1,0,0,0,-,0,0
조한민,69705,한화,25,0,0,0,-,0,0
최승준,76158,한화,2,0,0,0,-,0,0
최인호,50707,한화,47,0,0,0,-,0,0
최재훈,78288,한화,126,0,0,0,-,3,0
최진행,74729,한화,84,0,0,0,-,0,0
허관회,69706,한화,1,0,0,0,-,1,0
강태율,65514,롯데,14,0,0,0,-,0,0
고효준,72523,롯데,1,0,0,0,-,0,0
구승민,63543,롯데,1,0,0,0,-,0,0
김강현,65522,롯데,5,0,0,0,-,0,0
김대우,78536,롯데,1,0,0,0,-,0,0
김원중,62528,롯데,3,0,0,0,-,0,0
배성근,64501,롯데,4,1,0,1,0.0,0,0
오현택,79293,롯데,1,0,0,0,-,0,0
이병규,76100,롯데,53,0,0,0,-,0,0
이인복,64565,롯데,2,0,0,0,-,0,0
이호연,68504,롯데,1,0,0,0,-,0,0
정보근,68518,롯데,85,0,0,0,-,3,0
지성준,64717,롯데,3,0,0,0,-,0,0
진명호,79545,롯데,1,0,0,0,-,0,0
추재현,68362,롯데,13,0,0,0,-,0,0
한동희,68525,롯데,135,3,0,3,0.0,5,0
허일,61566,롯데,60,0,0,0,-,1,0
