선수명,ID,팀명,포지션,경기,선발경기,수비이닝,실책,견제사,자살,보살,병살,수비율,포일,도루허용,도루실패,도루저지율
러프,67450,삼성,1루수,113,111,953 1/3,6,0,847,65,88,0.993,0,0,0,-
최형우,72443,KIA,좌익수,112,108,840 2/3,4,0,189,3,1,0.980,0,0,0,-
김혜성,67304,넥센,2루수,111,94,818 2/3,12,0,192,312,72,0.977,0,0,0,-
안치홍,79608,KIA,2루수,110,105,867 2/3,8,0,204,276,68,0.984,0,0,0,-
문규현,72546,롯데,유격수,110,83,726 1/3,13,0,105,237,46,0.963,0,0,0,-
김성욱,62934,NC,중견수,110,88,788,0,0,217,8,2,1.000,0,0,0,-
최정,75847,SK,3루수,109,104,901 2/3,11,0,64,184,17,0.958,0,0,0,-
김민성,77564,넥센,3루수,109,104,895 2/3,7,0,69,163,27,0.971,0,0,0,-
강민호,74540,삼성,포수,109,106,857 2/3,8,1,753,35,7,0.990,4,63,20,24.1
박민우,62907,NC,2루수,106,102,827 2/3,8,0,242,257,73,0.984,0,0,0,-
나종덕,67539,롯데,포수,105,62,548 1/3,4,0,537,30,7,0.993,7,40,19,32.2
정범모,76720,NC,포수,103,78,619 2/3,4,0,526,40,4,0.993,6,39,19,32.8
한동민,62895,SK,우익수,102,92,755 1/3,1,0,186,5,0,0.995,0,0,0,-
이범호,70756,KIA,3루수,101,92,728,4,0,51,142,12,0.980,0,0,0,-
박병호,75125,넥센,1루수,101,101,841 2/3,11,0,821,57,77,0.988,0,0,0,-
김주찬,70410,KIA,1루수,100,95,771,3,0,741,31,76,0.996,0,0,0,-
이명기,76849,KIA,우익수,99,93,743 2/3,2,0,181,4,1,0.989,0,0,0,-
채태인,77463,롯데,1루수,99,78,696 1/3,4,0,630,52,62,0.994,0,0,0,-
정주현,79150,LG,2루수,99,95,765 1/3,15,0,167,250,46,0.965,0,0,0,-
민병헌,76249,롯데,중견수,98,89,770 2/3,1,0,180,3,1,0.995,0,0,0,-
박건우,79215,두산,중견수,95,93,777 1/3,1,0,184,1,1,0.995,0,0,0,-
김성현,76802,SK,2루수,94,72,666 2/3,8,0,143,208,54,0.978,0,0,0,-
송광민,76753,한화,3루수,94,89,738 1/3,10,0,48,149,18,0.952,0,0,0,-
구자욱,62404,삼성,우익수,94,93,789 2/3,4,0,164,11,1,0.978,0,0,0,-
김용의,78217,LG,1루수,89,36,435 1/3,1,0,397,34,30,0.998,0,0,0,-
이성우,71184,SK,포수,88,31,360 2/3,0,0,315,18,6,1.000,1,19,9,32.1
이형종,78135,LG,중견수,86,83,662 1/3,0,0,181,5,1,1.000,0,0,0,-
지성준,64717,한화,포수,84,48,433,3,0,400,31,6,0.993,4,31,8,20.5
신본기,62556,롯데,유격수,83,59,522 2/3,11,0,81,166,36,0.957,0,0,0,-
한동희,68525,롯데,3루수,80,57,505,12,0,36,91,11,0.914,0,0,0,-
김동엽,66838,SK,좌익수,80,71,580 1/3,3,0,102,3,0,0.972,0,0,0,-
나주환,73209,SK,유격수,80,70,590 2/3,11,0,93,192,41,0.963,0,0,0,-
김강민,71837,SK,중견수,79,62,561,2,0,126,2,0,0.985,0,0,0,-
주효상,66354,넥센,포수,78,43,366 2/3,2,0,290,26,6,0.994,1,27,15,35.7
초이스,67394,넥센,우익수,78,75,664 1/3,2,0,122,3,1,0.984,0,0,0,-
유한준,74339,KT,우익수,78,74,606,0,0,119,1,0,1.000,0,0,0,-
손주인,72456,삼성,2루수,76,67,512 1/3,5,0,105,175,35,0.982,0,0,0,-
권희동,63963,NC,좌익수,75,54,491 1/3,0,0,124,4,2,1.000,0,0,0,-
김현수,76290,LG,좌익수,75,56,518 2/3,0,0,119,2,1,1.000,0,0,0,-
강한울,64610,삼성,2루수,75,52,495 2/3,4,0,109,154,42,0.985,0,0,0,-
류지혁,62234,두산,유격수,74,29,336,4,0,71,109,30,0.978,0,0,0,-
김규민,62356,넥센,좌익수,74,43,441 2/3,4,0,101,5,0,0.964,0,0,0,-
박세혁,62244,두산,포수,73,32,366 2/3,2,1,283,23,3,0.994,2,15,7,31.8
신본기,62556,롯데,3루수,73,52,434,8,0,31,79,12,0.932,0,0,0,-
이지영,79456,삼성,포수,73,36,389 1/3,4,0,366,21,5,0.990,3,32,8,20.0
박기혁,70553,KT,유격수,73,38,361,3,0,56,124,31,0.984,0,0,0,-
오현택,79293,롯데,투수,72,0,64 2/3,0,0,4,12,2,1.000,0,0,0,-
이해창,60343,KT,포수,72,36,353 2/3,2,1,277,31,4,0.994,3,33,11,25.0
노진혁,62931,NC,유격수,71,48,437 2/3,6,0,65,142,27,0.972,0,0,0,-
강백호,68050,KT,좌익수,71,67,535 1/3,6,0,111,7,1,0.952,0,0,0,-
노진혁,62931,NC,3루수,70,57,467,9,0,34,111,12,0.942,0,0,0,-
최충연,66451,삼성,투수,70,0,85,0,0,2,6,0,1.000,0,0,0,-
강윤구,79358,NC,투수,69,0,54 2/3,3,0,0,3,0,0.500,0,0,0,-
박상원,67703,한화,투수,69,0,59 2/3,0,0,4,8,2,1.000,0,0,0,-
김현수,76290,LG,1루수,68,60,452 1/3,5,0,396,38,39,0.989,0,0,0,-
송은범,73801,한화,투수,68,0,79 1/3,2,1,5,19,2,0.923,0,0,0,-
정은원,68743,한화,2루수,68,41,402 2/3,3,0,78,124,33,0.985,0,0,0,-
박치국,67266,두산,투수,67,0,67,0,0,2,11,2,1.000,0,0,0,-
손시헌,73213,NC,유격수,66,49,391 1/3,3,0,83,125,30,0.986,0,0,0,-
노수광,63704,SK,중견수,66,59,492,1,0,134,1,0,0.993,0,0,0,-
이천웅,61186,LG,좌익수,66,46,389,0,0,90,3,0,1.000,0,0,0,-
정찬헌,78148,LG,투수,66,0,65,0,0,4,6,1,1.000,0,0,0,-
진해수,76650,LG,투수,66,0,43 2/3,0,0,3,7,1,1.000,0,0,0,-
양성우,62797,한화,좌익수,66,52,458,1,0,102,3,1,0.991,0,0,0,-
김강률,77263,두산,투수,65,0,76,1,0,6,11,2,0.944,0,0,0,-
정상호,71842,LG,포수,65,35,313 2/3,1,0,295,16,3,0.997,4,22,7,24.1
김윤동,62648,KIA,투수,64,0,82 2/3,2,0,2,17,0,0.905,0,0,0,-
구승민,63543,롯데,투수,64,0,73 2/3,2,1,2,10,0,0.857,0,0,0,-
이보근,75342,넥센,투수,64,0,61,2,0,3,5,1,0.800,0,0,0,-
강경학,61700,한화,2루수,63,54,468 2/3,1,0,109,149,38,0.996,0,0,0,-
이태양,60768,한화,투수,63,0,79 1/3,1,0,5,6,1,0.917,0,0,0,-
함덕주,63248,두산,투수,62,0,67,1,0,4,7,0,0.917,0,0,0,-
김재윤,65062,KT,투수,62,0,61,0,0,1,8,1,1.000,0,0,0,-
정진호,61208,두산,좌익수,61,21,242,0,0,60,1,0,1.000,0,0,0,-
김태훈,79847,SK,투수,61,4,94,3,0,6,16,2,0.880,0,0,0,-
오주원,74359,넥센,투수,61,0,52 1/3,0,0,3,10,1,1.000,0,0,0,-
안중열,64022,롯데,포수,60,55,446 2/3,5,0,373,25,1,0.988,2,27,9,25.0
진명호,79545,롯데,투수,60,0,61 2/3,1,0,3,9,0,0.923,0,0,0,-
김형준,68912,NC,포수,60,25,254 2/3,5,1,215,17,3,0.979,6,17,8,32.0
장필준,77927,삼성,투수,60,0,66 1/3,0,0,4,4,1,1.000,0,0,0,-
한승택,63722,KIA,포수,59,29,254 2/3,1,2,235,27,1,0.996,2,11,11,50.0
이명우,72535,롯데,투수,59,1,44,1,0,2,12,0,0.933,0,0,0,-
원종현,76118,NC,투수,59,0,64 1/3,1,0,9,6,1,0.938,0,0,0,-
강승호,63123,SK,2루수,59,50,424 1/3,9,0,119,149,46,0.968,0,0,0,-
심창민,61411,삼성,투수,59,0,66 1/3,0,0,1,7,0,1.000,0,0,0,-
노수광,63704,SK,좌익수,58,41,362 1/3,0,0,62,5,0,1.000,0,0,0,-
안익훈,65115,LG,중견수,58,25,274,0,0,59,1,1,1.000,0,0,0,-
김상수,76430,넥센,투수,58,0,55 2/3,0,1,1,6,0,1.000,0,0,0,-
이성열,73136,한화,1루수,58,54,444 2/3,4,0,397,32,37,0.991,0,0,0,-
조수행,66209,두산,우익수,57,13,209 2/3,1,0,48,1,0,0.980,0,0,0,-
손승락,75321,롯데,투수,57,0,57 2/3,0,0,3,6,0,1.000,0,0,0,-
고우석,67119,LG,투수,56,0,67,0,0,6,3,1,1.000,0,0,0,-
서균,64759,한화,투수,56,0,37 1/3,1,0,1,6,1,0.875,0,0,0,-
홍성용,75149,KT,투수,56,0,45,0,0,3,3,0,1.000,0,0,0,-
임기준,60634,KIA,투수,55,0,55 2/3,2,2,2,10,1,0.857,0,0,0,-
김승회,73248,두산,투수,55,0,54 2/3,0,0,6,12,3,1.000,0,0,0,-
김사훈,61591,롯데,포수,55,24,233 2/3,2,0,234,12,5,0.992,4,29,5,14.7
김범수,65769,한화,투수,55,3,48 1/3,0,1,0,7,0,1.000,0,0,0,-
정우람,74857,한화,투수,55,0,53 1/3,0,0,3,4,1,1.000,0,0,0,-
엄상백,65056,KT,투수,55,0,46 1/3,0,0,3,3,0,1.000,0,0,0,-
오태곤,60558,KT,좌익수,55,39,332,0,0,68,0,0,1.000,0,0,0,-
정진호,61208,두산,우익수,54,39,348,0,0,76,2,0,1.000,0,0,0,-
신재웅,75138,SK,투수,54,0,52,1,1,1,10,1,0.917,0,0,0,-
이우성,63260,NC,좌익수,53,32,275 1/3,4,0,67,1,0,0.944,0,0,0,-
최항,62884,SK,2루수,53,43,333 2/3,8,0,68,117,22,0.959,0,0,0,-
장영석,79334,넥센,1루수,53,21,256 1/3,1,0,245,14,30,0.996,0,0,0,-
안영명,73738,한화,투수,53,1,66,0,0,3,7,1,1.000,0,0,0,-
김성훈,66462,삼성,2루수,53,22,240 1/3,3,0,58,57,16,0.975,0,0,0,-
이명기,76849,KIA,좌익수,52,20,222 1/3,0,0,49,2,0,1.000,0,0,0,-
이정후,67341,넥센,우익수,52,40,353 1/3,2,0,70,1,0,0.973,0,0,0,-
정영일,62056,SK,투수,51,0,44,0,1,4,6,0,1.000,0,0,0,-
김진성,75867,NC,투수,50,0,45 1/3,0,1,3,6,0,1.000,0,0,0,-
이민호,62929,NC,투수,50,0,50,0,0,1,7,0,1.000,0,0,0,-
이상호,60566,NC,2루수,49,26,253 1/3,2,0,66,68,22,0.985,0,0,0,-
박정배,75250,SK,투수,49,0,44 2/3,0,0,2,1,0,1.000,0,0,0,-
신정락,60140,LG,투수,49,1,50 2/3,1,0,3,8,0,0.917,0,0,0,-
윤진호,79198,LG,3루수,49,1,101 2/3,1,0,7,22,1,0.967,0,0,0,-
박준태,64657,KIA,우익수,48,24,248,2,0,71,2,1,0.973,0,0,0,-
이대호,71564,롯데,1루수,48,46,368,3,0,339,35,39,0.992,0,0,0,-
모창민,78813,NC,3루수,48,44,346 1/3,7,0,31,64,6,0.931,0,0,0,-
김성현,76802,SK,유격수,48,45,355,9,0,51,112,27,0.948,0,0,0,-
서진용,61895,SK,투수,48,0,50,0,0,1,5,0,1.000,0,0,0,-
고종욱,61353,넥센,좌익수,48,46,347 2/3,3,0,83,1,0,0.966,0,0,0,-
우규민,73117,삼성,투수,48,0,58 2/3,1,2,3,10,2,0.929,0,0,0,-
조수행,66209,두산,중견수,47,20,236 2/3,0,0,83,1,0,1.000,0,0,0,-
김찬형,66917,NC,유격수,47,30,269,5,0,41,81,21,0.961,0,0,0,-
김지용,60181,LG,투수,47,0,47,0,2,3,5,0,1.000,0,0,0,-
송성문,65357,넥센,2루수,47,33,288,2,0,68,110,29,0.989,0,0,0,-
권오준,99445,삼성,투수,47,0,43 1/3,0,0,0,3,0,1.000,0,0,0,-
이종혁,67066,KT,투수,47,0,48 1/3,0,0,4,8,2,1.000,0,0,0,-
윤희상,74838,SK,투수,46,1,51,0,1,1,4,1,1.000,0,0,0,-
김성민,67828,넥센,투수,46,1,48,1,1,2,5,0,0.875,0,0,0,-
이정후,67341,넥센,좌익수,46,30,294 2/3,2,0,58,2,1,0.968,0,0,0,-
김성훈,66462,삼성,유격수,46,17,225 1/3,1,0,42,71,19,0.991,0,0,0,-
주권,65060,KT,투수,46,10,88,0,0,6,11,1,1.000,0,0,0,-
윤수강,62537,NC,포수,44,27,214 1/3,2,0,172,14,2,0.989,5,16,7,30.4
이천웅,61186,LG,중견수,44,34,296 1/3,1,0,85,0,0,0.988,0,0,0,-
심재민,64017,KT,투수,44,0,41,2,1,1,4,0,0.714,0,0,0,-
이진영,99810,KT,우익수,44,34,271,0,0,50,1,0,1.000,0,0,0,-
고효준,72523,롯데,투수,43,0,32 1/3,0,0,0,3,0,1.000,0,0,0,-
이정후,67341,넥센,중견수,42,36,277,1,0,70,4,0,0.987,0,0,0,-
고창성,78248,KT,투수,42,0,37 2/3,0,1,2,2,1,1.000,0,0,0,-
오태곤,60558,KT,1루수,42,20,222,1,0,221,18,24,0.996,0,0,0,-
유원상,76757,NC,투수,41,0,47 1/3,0,0,3,10,2,1.000,0,0,0,-
오선진,78756,한화,3루수,41,27,248,4,0,17,42,6,0.937,0,0,0,-
최진행,74729,한화,좌익수,41,29,257 2/3,1,0,62,0,0,0.984,0,0,0,-
김세현,76350,KIA,투수,40,0,40,0,0,1,7,0,1.000,0,0,0,-
정성훈,99606,KIA,1루수,40,24,213,3,0,174,14,16,0.984,0,0,0,-
최원준,66606,KIA,3루수,40,17,177 2/3,8,0,18,44,3,0.886,0,0,0,-
이영하,66291,두산,투수,40,17,122 2/3,2,0,3,18,2,0.913,0,0,0,-
권희동,63963,NC,중견수,40,35,286 1/3,0,0,53,1,0,1.000,0,0,0,-
김혜성,67304,넥센,유격수,40,20,204 1/3,4,0,37,66,14,0.963,0,0,0,-
임현준,61457,삼성,투수,40,0,27 2/3,0,0,2,5,0,1.000,0,0,0,-
유승철,67640,KIA,투수,39,0,47 1/3,0,0,1,5,0,1.000,0,0,0,-
이현승,76329,두산,투수,39,0,30 2/3,0,0,1,5,1,1.000,0,0,0,-
박동원,79365,넥센,포수,39,32,285 1/3,2,0,228,18,5,0.992,1,9,10,52.6
정근우,75808,한화,2루수,39,38,303,9,0,72,94,27,0.949,0,0,0,-
임창용,95657,KIA,투수,37,12,86 2/3,1,0,6,8,0,0.933,0,0,0,-
최원준,66606,KIA,우익수,37,20,168 1/3,2,0,50,3,1,0.964,0,0,0,-
황인준,65618,KIA,투수,37,2,52 2/3,1,0,3,5,0,0.889,0,0,0,-
박성한,67893,SK,유격수,37,13,156 2/3,6,0,26,57,11,0.933,0,0,0,-
박승욱,62802,SK,유격수,37,16,172 1/3,2,0,30,54,14,0.977,0,0,0,-
팻딘,67645,KIA,투수,36,21,129 1/3,0,0,3,11,0,1.000,0,0,0,-
홍재호,60605,KIA,2루수,36,16,161 1/3,3,0,26,42,8,0.958,0,0,0,-
구창모,65933,NC,투수,36,23,133,3,1,2,16,1,0.857,0,0,0,-
이동현,71118,LG,투수,36,0,36 1/3,1,0,0,5,0,0.833,0,0,0,-
최원준,66606,KIA,유격수,35,24,205,3,0,43,55,20,0.970,0,0,0,-
황윤호,62908,KIA,유격수,35,5,101 2/3,1,0,19,38,13,0.983,0,0,0,-
정훈,60523,롯데,1루수,35,15,165 1/3,1,0,154,4,13,0.994,0,0,0,-
지석훈,73306,NC,유격수,35,16,142 2/3,2,0,24,48,15,0.973,0,0,0,-
박희수,76858,SK,투수,35,0,33,0,1,2,6,0,1.000,0,0,0,-
정진기,61869,SK,우익수,35,14,146 1/3,0,0,36,1,0,1.000,0,0,0,-
모창민,78813,NC,1루수,34,26,219 2/3,2,0,195,16,22,0.991,0,0,0,-
이승진,64805,SK,투수,34,2,41 1/3,0,0,3,1,0,1.000,0,0,0,-
장민재,79764,한화,투수,34,3,59 2/3,1,0,5,5,0,0.909,0,0,0,-
노경은,73211,롯데,투수,33,19,132 1/3,0,2,10,15,0,1.000,0,0,0,-
정진기,61869,SK,중견수,33,20,196 2/3,3,0,38,0,0,0.927,0,0,0,-
가르시아,68103,LG,3루수,33,32,273 1/3,9,0,21,46,12,0.882,0,0,0,-
윤진호,79198,LG,2루수,33,1,89,0,0,23,27,4,1.000,0,0,0,-
김동준,62360,넥센,투수,33,3,47 2/3,0,2,5,4,0,1.000,0,0,0,-
양현,61268,넥센,투수,33,0,32 2/3,0,0,1,2,0,1.000,0,0,0,-
정근우,75808,한화,1루수,33,33,262,2,0,238,22,32,0.992,0,0,0,-
한기주,76610,삼성,투수,33,1,39,0,0,2,5,0,1.000,0,0,0,-
문경찬,65643,KIA,투수,32,0,55 1/3,0,0,3,3,0,1.000,0,0,0,-
곽빈,68220,두산,투수,32,0,31,0,0,3,3,0,1.000,0,0,0,-
윤길현,72862,롯데,투수,32,0,33,1,0,3,4,0,0.875,0,0,0,-
장시환,77318,롯데,투수,32,0,36 2/3,0,0,2,5,1,1.000,0,0,0,-
나주환,73209,SK,3루수,32,13,131 1/3,1,0,11,28,2,0.975,0,0,0,-
노수광,63704,SK,우익수,32,19,174 1/3,1,0,35,1,0,0.973,0,0,0,-
이승호,67603,넥센,투수,32,4,45,0,1,4,3,0,1.000,0,0,0,-
류승현,66615,KIA,3루수,31,19,156 2/3,4,0,11,34,4,0.918,0,0,0,-
김인태,63257,두산,우익수,31,25,179 1/3,1,0,40,0,0,0.976,0,0,0,-
배재환,64995,NC,투수,31,0,36,0,0,1,8,1,1.000,0,0,0,-
이종욱,73339,NC,좌익수,31,26,213 1/3,0,0,38,2,1,1.000,0,0,0,-
문승원,62869,SK,투수,31,27,150 2/3,1,0,7,18,3,0.962,0,0,0,-
브리검,67313,넥센,투수,31,30,199,5,2,8,28,5,0.878,0,0,0,-
김민하,61554,한화,좌익수,31,14,128 1/3,0,0,28,1,1,1.000,0,0,0,-
김회성,79705,한화,3루수,31,15,153 2/3,0,0,13,30,3,1.000,0,0,0,-
배영섭,79465,삼성,좌익수,31,21,165,1,0,34,0,0,0.971,0,0,0,-
아델만,68435,삼성,투수,31,31,171,1,0,11,28,2,0.975,0,0,0,-
이민우,65616,KIA,투수,30,2,37 2/3,1,1,1,2,0,0.750,0,0,0,-
김원중,62528,롯데,투수,30,30,145 1/3,0,1,4,10,0,1.000,0,0,0,-
레일리,65546,롯데,투수,30,30,178 1/3,3,1,15,36,3,0.944,0,0,0,-
박종훈,60841,SK,투수,30,30,159 1/3,2,0,7,26,1,0.943,0,0,0,-
김지수,79300,넥센,2루수,30,9,110 1/3,0,0,15,36,4,1.000,0,0,0,-
한현희,62363,넥센,투수,30,28,169,1,2,6,26,6,0.970,0,0,0,-
백창수,60100,한화,좌익수,30,17,157 2/3,2,0,23,2,0,0.926,0,0,0,-
샘슨,68748,한화,투수,30,29,161 2/3,1,1,16,20,1,0.973,0,0,0,-
박찬도,62409,삼성,우익수,30,11,152 2/3,0,0,25,1,1,1.000,0,0,0,-
양현종,77637,KIA,투수,29,29,184 1/3,0,1,3,17,0,1.000,0,0,0,-
임기영,62754,KIA,투수,29,19,105,0,0,6,19,1,1.000,0,0,0,-
최정민,62893,KIA,2루수,29,12,118,2,0,29,36,8,0.970,0,0,0,-
헥터,66643,KIA,투수,29,29,174,0,1,5,18,2,1.000,0,0,0,-
유희관,79229,두산,투수,29,28,141,0,0,4,24,3,1.000,0,0,0,-
베렛,68953,NC,투수,29,29,155,1,0,8,15,1,0.958,0,0,0,-
이재학,60263,NC,투수,29,29,152 1/3,0,2,10,24,0,1.000,0,0,0,-
산체스,68815,SK,투수,29,26,145 1/3,1,0,7,16,0,0.958,0,0,0,-
채병용,71845,SK,투수,29,0,30,0,0,0,3,0,1.000,0,0,0,-
양석환,64153,LG,1루수,29,21,187 1/3,3,0,150,16,21,0.982,0,0,0,-
임찬규,61101,LG,투수,29,27,146 2/3,1,0,7,16,2,0.958,0,0,0,-
차우찬,76455,LG,투수,29,29,170,0,2,5,13,1,1.000,0,0,0,-
김재영,66741,한화,투수,29,21,111 1/3,1,1,10,23,3,0.971,0,0,0,-
보니야,68400,삼성,투수,29,29,168,3,0,12,28,2,0.930,0,0,0,-
금민철,75258,KT,투수,29,29,156 1/3,1,1,6,16,0,0.957,0,0,0,-
김사율,99563,KT,투수,29,3,45 1/3,0,0,4,4,0,1.000,0,0,0,-
니퍼트,61240,KT,투수,29,28,175 2/3,1,3,10,20,4,0.968,0,0,0,-
류희운,64029,KT,투수,29,2,44,1,0,0,4,1,0.800,0,0,0,-
오태곤,60558,KT,우익수,29,21,176,1,0,41,2,1,0.977,0,0,0,-
정현,63450,KT,2루수,29,10,107,1,0,27,42,8,0.986,0,0,0,-
백용환,78643,KIA,포수,28,12,119 1/3,2,0,85,8,2,0.979,2,9,4,30.8
윤석민,75620,KIA,투수,28,3,40,3,0,1,4,0,0.625,0,0,0,-
후랭코프,68240,두산,투수,28,28,149 1/3,0,1,7,15,1,1.000,0,0,0,-
나경민,66508,롯데,중견수,28,13,118 2/3,0,0,34,0,0,1.000,0,0,0,-
최성영,66920,NC,투수,28,8,64 1/3,0,0,3,5,0,1.000,0,0,0,-
켈리,65856,SK,투수,28,28,158 1/3,1,0,7,12,0,0.950,0,0,0,-
이형종,78135,LG,좌익수,28,24,196,1,0,38,1,0,0.975,0,0,0,-
최동환,79140,LG,투수,28,0,37,0,0,0,2,0,1.000,0,0,0,-
장영석,79334,넥센,3루수,28,20,161,1,0,12,29,2,0.976,0,0,0,-
김승현,66492,삼성,투수,28,0,32 1/3,1,0,1,2,0,0.750,0,0,0,-
박한이,71432,삼성,우익수,28,24,210,0,0,50,1,1,1.000,0,0,0,-
황윤호,62908,KIA,3루수,27,0,42 2/3,0,0,1,10,1,1.000,0,0,0,-
류지혁,62234,두산,2루수,27,10,118,0,0,19,47,8,1.000,0,0,0,-
정훈,60523,롯데,중견수,27,11,121,0,0,22,1,1,1.000,0,0,0,-
소사,62698,LG,투수,27,27,181 1/3,1,0,15,8,2,0.958,0,0,0,-
손주인,72456,삼성,3루수,27,13,154,0,0,14,29,3,1.000,0,0,0,-
박기혁,70553,KT,2루수,27,12,131 2/3,1,0,43,47,12,0.989,0,0,0,-
피어밴드,65331,KT,투수,27,26,163 1/3,1,1,6,21,0,0.964,0,0,0,-
정성훈,99606,KIA,3루수,26,9,95,3,0,5,20,1,0.893,0,0,0,-
류지혁,62234,두산,3루수,26,15,129 2/3,0,0,10,23,1,1.000,0,0,0,-
린드블럼,65543,두산,투수,26,26,168 2/3,0,0,7,8,1,1.000,0,0,0,-
정수빈,79231,두산,중견수,26,25,214 2/3,2,0,90,1,0,0.978,0,0,0,-
김동한,61204,롯데,3루수,26,15,139,3,0,13,25,2,0.927,0,0,0,-
이병규,76100,롯데,좌익수,26,18,173,1,0,31,2,1,0.971,0,0,0,-
박석민,74465,NC,3루수,26,24,189,4,0,8,41,8,0.925,0,0,0,-
윌슨,68135,LG,투수,26,26,170,1,0,14,35,2,0.980,0,0,0,-
윤진호,79198,LG,유격수,26,0,51,1,0,11,12,1,0.958,0,0,0,-
신재영,62937,넥센,투수,26,21,101 1/3,2,0,4,7,2,0.846,0,0,0,-
김회성,79705,한화,1루수,26,7,91,0,0,74,7,3,1.000,0,0,0,-
심우준,64006,KT,3루수,26,12,128,0,0,10,33,4,1.000,0,0,0,-
이용찬,77211,두산,투수,25,24,144,1,0,6,18,1,0.960,0,0,0,-
듀브론트,68526,롯데,투수,25,25,137 1/3,1,0,5,26,3,0.969,0,0,0,-
배장호,76540,롯데,투수,25,0,24 1/3,0,0,1,4,0,1.000,0,0,0,-
왕웨이중,68948,NC,투수,25,25,141 2/3,2,2,5,21,0,0.929,0,0,0,-
정수민,66960,NC,투수,25,7,58,0,0,3,5,0,1.000,0,0,0,-
김광현,77829,SK,투수,25,25,136,2,0,6,16,1,0.917,0,0,0,-
김대현,66145,LG,투수,25,21,105,0,2,8,9,2,1.000,0,0,0,-
조덕길,63348,넥센,투수,25,0,26 2/3,0,0,0,1,0,1.000,0,0,0,-
백창수,60100,한화,1루수,25,13,140,2,0,125,13,15,0.986,0,0,0,-
백정현,77446,삼성,투수,25,23,125 2/3,0,1,3,21,0,1.000,0,0,0,-
최영진,61197,삼성,1루수,25,13,134,1,0,122,5,13,0.992,0,0,0,-
