데뷔년도,연도,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,피출루율,피장타율,피OPS,경기(수비),선발경기(수비),수비이닝(수비),실책(수비),견제사(수비),자살(수비),보살(수비),병살(수비),수비율(수비),연봉,WAR,FA여부,뉴스개수(연도별정규화),뉴스개수(누적정규화),수상횟수,누적이닝,포지션 엔트로피,출생연도,출생월,출생일,나이,팀명_KIA,팀명_KT,팀명_LG,팀명_NC,팀명_SK,팀명_두산,팀명_롯데,팀명_삼성,팀명_우리/히어로즈/넥센/키움,팀명_한화,팀명_현대
2009,2010,5.4,2,0,0,0,0,0.0,5.0,6,0,4,0,6,3,3,2.0,0,0,0,0,25,101,0.3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,5,4,0.4,50.5,20.2,10.8,7.2,0.4,0.3,0.7,2,0,5.0,0,0,0,0,0,0.0,2800,0.09,0,0.00916730328,0.0380531355,0,25.0,0.0,1990,9,12,21,0,0,0,0,0,0,0,1,0,0,0
2009,2011,8.1,7,0,0,0,0,0.0,6.666666666666667,9,1,6,0,3,6,6,2.25,0,0,0,0,35,115,0.31,1,0,0,0,0,0,0,0,0,0,2,0,0,0,15,2,0.32,16.4,17.3,4.05,8.1,0.429,0.448,0.877,7,0,6.666666666666667,0,0,0,0,0,0.0,2800,-0.098,0,0.0107047279,0.0487578634,0,31.666666666666668,0.0,1990,9,12,22,0,0,0,0,0,0,0,1,0,0,0
2009,2016,4.26,6,0,0,0,0,0.0,6.333333333333333,7,0,5,0,4,3,3,1.89,0,0,0,0,29,105,0.292,1,0,0,0,0,1,0,0,0,0,4,0,0,2,6,7,0.35,17.5,16.6,5.68,7.11,0.414,0.333,0.747,6,0,6.333333333333333,0,0,1,1,0,1.0,2700,0.135,0,0.00592216582,0.0546800292,0,38.0,0.0,1990,9,12,27,0,0,0,0,0,0,0,1,0,0,0
1998,2002,4.5,3,0,1,0,0,0.0,8.0,10,2,1,0,6,4,4,1.38,0,0,0,0,35,131,0.294,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,11,0.308,43.7,16.4,6.75,1.13,0.314,0.471,0.785,3,1,8.0,0,0,0,0,0,0.0,2000,0.084,0,0.0,0.0,0,8.0,0.0,1980,2,9,23,0,0,0,0,0,1,0,0,0,0,0
1998,2003,4.3,25,3,0,0,1,1.0,46.0,47,6,20,2,29,25,22,1.46,0,0,1,0,202,747,0.281,9,1,8,5,0,1,0,3,2,1,12,1,0,3,36,60,0.299,29.9,16.2,5.67,3.91,0.356,0.455,0.811,25,3,46.0,1,0,1,7,0,0.889,2100,0.449,0,0.0158730159,0.0158730159,0,54.0,0.0,1980,2,9,24,0,0,0,0,0,1,0,0,0,0,0
1998,2004,4.43,33,6,3,0,0,0.667,89.33333333333333,85,8,32,4,56,44,44,1.31,0,0,1,0,379,1431,0.254,15,2,4,5,0,6,0,4,2,4,7,0,0,7,81,117,0.28,43.4,16.0,5.64,3.22,0.323,0.383,0.706,33,4,90.66666666666669,1,2,6,8,1,0.933,3200,1.448,0,0.0484848485,0.0643578644,0,143.33333333333331,0.0,1980,2,9,25,0,0,0,0,0,1,0,0,0,0,0
1998,2005,1.72,76,7,5,1,28,0.583,99.66666666666669,82,6,26,4,79,22,19,1.08,0,0,0,0,403,1497,0.227,12,3,9,3,2,3,0,0,0,7,12,36,0,7,93,110,0.272,19.7,15.0,7.13,2.35,0.284,0.327,0.611,75,0,101.33333333333331,4,0,4,20,1,0.857,5500,4.404,0,0.115523466,0.17988133,0,243.0,0.0,1980,2,9,26,0,0,0,0,0,1,0,0,0,0,0
1998,2008,1.55,65,11,3,2,17,0.786,87.33333333333333,54,2,28,4,68,20,15,0.94,0,0,0,5,351,1328,0.174,8,2,5,4,4,2,1,0,0,11,15,22,0,1,83,109,0.213,20.4,15.2,7.01,2.89,0.249,0.232,0.481,65,0,88.33333333333333,2,0,7,18,1,0.926,13000,3.863,0,0.126899017,0.306780347,0,330.3333333333333,0.0,1980,2,9,29,0,0,0,0,0,1,0,0,0,0,0
1998,2009,3.88,54,5,2,0,12,0.714,97.33333333333331,82,14,49,3,100,47,42,1.35,0,0,0,2,422,1646,0.228,18,3,4,6,1,6,0,7,3,2,7,10,0,8,83,101,0.27,30.5,16.9,9.25,4.53,0.321,0.411,0.732,54,7,97.33333333333331,1,0,7,6,0,0.929,20000,2.098,0,0.141678129,0.448458476,0,427.6666666666666,0.0,1980,2,9,30,0,0,0,0,0,1,0,0,0,0,0
1998,2010,1.35,2,1,0,0,0,1.0,6.666666666666667,2,0,0,0,4,1,1,0.3,0,0,1,0,21,90,0.095,0,0,0,0,0,0,0,2,1,0,0,0,0,1,7,8,0.118,45.0,13.5,5.4,0.0,0.095,0.095,0.19,2,2,6.666666666666667,0,0,0,2,1,1.0,19000,0.358,0,0.0542398778,0.502698354,0,434.3333333333333,0.0,1980,2,9,31,0,0,0,0,0,1,0,0,0,0,0
1998,2012,0.0,3,0,0,0,0,0.0,2.6666666666666665,1,0,1,0,2,0,0,0.75,0,0,0,0,9,34,0.125,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,0.167,11.3,12.8,6.75,3.38,0.222,0.125,0.347,3,0,2.6666666666666665,0,0,0,1,0,1.0,11000,0.093,0,0.00625411455,0.508952469,0,437.0,0.0,1980,2,9,33,0,0,0,0,0,1,0,0,0,0,0
1998,2013,4.73,30,5,2,0,0,0.714,66.66666666666667,59,5,48,4,44,36,35,1.61,0,0,0,1,302,1247,0.243,12,0,3,4,0,4,0,11,3,2,6,3,0,2,51,93,0.273,41.6,18.7,5.94,6.48,0.371,0.354,0.725,30,11,66.66666666666667,0,0,6,5,0,1.0,8500,0.544,0,0.100645856,0.609598325,0,503.6666666666667,0.0,1980,2,9,34,0,0,0,0,0,1,0,0,0,0,0
1998,2014,5.02,11,1,2,0,1,0.333,37.66666666666666,41,5,22,3,30,21,21,1.67,0,0,0,0,176,727,0.279,14,1,2,2,0,1,0,9,1,0,0,0,0,1,34,44,0.316,66.1,19.3,7.17,5.26,0.379,0.49,0.869,11,9,37.66666666666666,1,0,1,4,0,0.833,12500,0.481,0,0.0365714286,0.646169753,0,541.3333333333334,0.0,1980,2,9,35,0,0,0,0,0,1,0,0,0,0,0
1998,2015,6.26,37,0,2,0,9,0.0,46.0,44,9,28,5,47,33,32,1.57,0,0,0,1,213,840,0.253,7,1,5,1,0,2,0,1,0,0,7,7,0,2,30,54,0.294,22.7,18.3,9.2,5.48,0.37,0.46,0.83,37,1,46.0,0,0,0,7,0,1.0,12500,-0.102,0,0.05634759,0.702517343,0,587.3333333333334,0.0,1980,2,9,36,0,0,0,0,0,1,0,0,0,0,0
1998,2016,6.04,15,0,1,0,0,0.0,25.33333333333333,34,9,14,3,18,20,17,1.89,0,0,0,0,122,458,0.333,5,1,1,2,1,0,0,3,0,0,6,0,0,4,21,31,0.325,30.5,18.1,6.39,4.97,0.421,0.667,1.088,15,3,25.33333333333333,0,0,0,2,0,1.0,9000,0.173,0,0.0228426396,0.725359983,0,612.6666666666667,0.0,1980,2,9,37,0,0,0,0,0,0,0,0,0,1,0
2015,2019,0.0,1,0,0,0,0,0.0,0.3333333333333333,0,0,1,1,0,0,0,3.0,0,0,0,0,3,18,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,18.0,54.0,0.0,27.0,0.667,0.0,0.667,1,0,0.3333333333333333,0,0,1,0,0,1.0,2900,0.012,0,0.0109514031,0.0109514031,0,0.3333333333333333,0.0,1996,10,20,24,0,0,1,0,0,0,0,0,0,0,0
2015,2020,6.68,28,2,3,4,1,0.4,31.0,45,4,21,1,18,23,23,2.13,0,0,0,1,152,574,0.357,10,1,1,3,0,2,0,0,0,2,12,7,0,8,33,33,0.383,20.5,18.5,5.23,6.1,0.444,0.548,0.992,28,0,31.0,0,0,0,3,0,1.0,2900,-0.167,0,0.119272727,0.13022413,0,31.33333333333333,0.0,1996,10,20,25,0,0,1,0,0,0,0,0,0,0,0
1997,2002,0.0,1,0,0,0,0,0.0,0.6666666666666666,0,0,1,0,1,0,0,1.5,0,0,0,0,3,14,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,14.0,21.0,13.5,13.5,0.333,0.0,0.333,1,0,0.6666666666666666,0,0,0,0,0,0.0,2000,0.018,0,0.0,0.0,0,0.6666666666666666,0.0,1978,10,31,25,0,0,0,0,0,1,0,0,0,0,0
1997,2006,0.0,1,0,0,0,0,0.0,1.6666666666666663,0,0,1,0,0,0,0,0.6,0,0,0,0,5,17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0.0,17.0,10.2,0.0,5.4,0.2,0.0,0.2,1,0,1.6666666666666663,0,0,0,0,0,0.0,2000,0.043,0,0.0,0.0,0,2.333333333333333,0.0,1978,10,31,29,0,0,0,0,0,1,0,0,0,0,0
2017,2020,5.4,4,0,0,0,0,0.0,3.333333333333333,4,1,3,1,1,2,2,2.1,0,0,0,0,17,73,0.308,0,0,0,0,0,1,0,0,0,0,4,0,0,1,2,6,0.273,18.3,21.9,2.7,8.1,0.471,0.538,1.009,4,0,3.333333333333333,1,0,0,0,0,0.0,2700,0.021,0,0.00654545455,0.00654545455,0,3.333333333333333,0.0,1998,8,19,23,0,0,1,0,0,0,0,0,0,0,0
2001,2003,4.74,15,0,0,0,0,0.0,24.666666666666668,26,0,10,1,6,13,13,1.46,0,0,0,0,105,368,0.289,6,0,3,1,0,4,0,0,0,0,3,0,0,5,35,24,0.306,24.5,14.9,2.19,3.65,0.363,0.356,0.719,15,0,24.666666666666668,0,0,4,7,2,1.0,2000,0.313,0,0.0,0.0,0,24.666666666666668,0.0,1982,9,27,22,0,0,0,0,0,1,0,0,0,0,0
2001,2004,9.0,2,0,0,0,0,0.0,3.0,8,0,1,0,0,3,3,3.0,0,0,0,0,15,44,0.571,2,0,0,0,0,0,0,0,0,0,2,0,0,2,3,3,0.571,22.0,14.7,0.0,3.0,0.6,0.714,1.314,2,0,3.0,0,0,0,0,0,0.0,2300,-0.014,0,0.0,0.0,0,27.666666666666668,0.0,1982,9,27,23,0,0,0,0,0,1,0,0,0,0,0
1999,2003,7.3,9,2,1,0,0,0.667,12.333333333333334,16,4,4,2,10,12,10,1.62,0,0,0,0,57,223,0.32,2,0,1,0,0,0,0,0,0,2,3,0,0,3,10,14,0.333,24.8,18.1,7.3,2.92,0.393,0.6,0.993,9,0,13.0,0,0,1,2,1,1.0,1700,-0.231,0,0.0,0.0,0,12.333333333333334,0.0,1980,3,14,24,0,0,0,0,0,0,0,0,0,0,1
2009,2009,10.8,7,0,0,0,0,0.0,5.0,7,1,4,0,2,6,6,2.2,0,0,0,0,25,88,0.35,2,0,1,0,0,0,0,0,0,0,2,0,0,1,6,5,0.353,12.6,17.6,3.6,7.2,0.458,0.6,1.058,7,0,5.333333333333333,0,0,0,0,0,0.0,2000,-0.089,0,0.00275103164,0.00275103164,0,5.0,0.0,1985,4,15,25,0,0,0,0,0,0,0,1,0,0,0
1993,2002,9.0,1,0,0,0,0,0.0,1.0,3,1,0,0,0,1,1,3.0,0,0,0,0,5,19,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,19.0,19.0,0.0,0.0,0.6,1.2,1.8,1,0,1.0,0,0,0,0,0,0.0,9300,-0.052,0,0.0,0.0,0,1.0,0.0,1971,3,9,32,1,0,0,0,0,0,0,0,0,0,0
1993,2003,3.24,24,1,1,2,2,0.5,33.333333333333336,37,1,13,3,17,13,12,1.5,0,0,0,0,152,553,0.28,8,1,3,1,3,0,0,0,0,1,5,2,0,1,34,45,0.313,23.0,16.6,4.59,3.51,0.356,0.379,0.735,24,0,33.333333333333336,0,0,3,6,0,1.0,9300,0.826,0,0.0158730159,0.0158730159,0,34.333333333333336,0.0,1971,3,9,33,0,0,1,0,0,0,0,0,0,0,0
1993,2004,3.46,16,1,0,0,4,1.0,13.0,14,2,4,0,6,5,5,1.38,0,0,0,0,54,193,0.286,2,0,1,0,1,0,0,0,0,1,2,4,0,3,18,11,0.293,12.1,14.8,4.15,2.77,0.34,0.449,0.789,16,0,13.0,0,0,0,4,0,1.0,5000,0.255,0,0.0,0.0158730159,0,47.333333333333336,0.0,1971,3,9,34,0,0,1,0,0,0,0,0,0,0,0
2020,2020,9.0,1,0,0,0,0,0.0,1.0,1,1,2,0,0,1,1,3.0,0,0,0,0,5,23,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.0,23.0,23.0,0.0,18.0,0.6,1.333,1.933,1,0,1.0,0,0,0,1,0,1.0,2700,-0.008,0,0.00145454545,0.00145454545,0,1.0,0.0,1997,4,15,24,0,0,0,0,1,0,0,0,0,0,0
2003,2005,3.92,52,1,1,0,7,0.5,43.66666666666666,36,6,13,7,38,22,19,1.12,0,0,0,0,184,726,0.228,4,3,3,3,0,2,0,1,0,1,10,4,0,1,36,51,0.256,14.0,16.6,7.83,2.68,0.309,0.405,0.714,52,1,43.66666666666666,1,0,1,9,0,0.909,2000,0.602,0,0.0144404332,0.0144404332,0,43.66666666666666,0.0,1984,6,30,22,0,0,0,0,0,0,0,0,0,0,1
2003,2006,4.91,14,0,0,0,0,0.0,7.333333333333333,8,1,7,2,2,4,4,2.05,0,0,0,0,38,160,0.286,1,0,1,0,0,1,0,0,0,0,3,2,0,1,10,8,0.28,11.4,21.8,2.45,8.59,0.459,0.429,0.888,14,0,7.666666666666667,0,0,0,4,1,1.0,3000,-0.068,0,0.00519031142,0.0196307446,0,50.99999999999999,0.0,1984,6,30,23,0,0,0,0,0,0,0,0,0,0,1
2003,2007,3.12,51,1,0,0,10,1.0,26.0,23,2,15,1,24,10,9,1.46,0,0,0,0,118,461,0.232,3,0,3,0,1,2,0,0,0,1,6,15,0,1,26,26,0.288,9.0,17.7,8.31,5.19,0.339,0.323,0.662,51,0,26.0,0,0,2,4,0,1.0,2500,0.532,0,0.0059970015,0.0256277461,0,77.0,0.0,1984,6,30,24,0,0,0,0,0,0,0,0,0,0,1
2003,2008,4.39,51,1,3,1,8,0.25,26.666666666666668,30,2,9,1,17,16,13,1.46,0,0,0,1,119,432,0.288,4,4,3,2,0,2,0,0,0,1,4,11,1,3,29,30,0.322,8.5,16.2,5.74,3.04,0.345,0.462,0.807,51,0,27.33333333333333,1,0,1,5,0,0.8570000000000001,3300,0.311,0,0.0151921358,0.0408198819,0,103.66666666666669,0.0,1984,6,30,25,0,0,0,0,0,0,0,0,1,0,0
2003,2009,0.0,1,0,0,0,0,0.0,0.3333333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,1,0,0.3333333333333333,0,0,0,0,0,0.0,4400,0.012,0,0.0,0.0408198819,0,104.0,0.0,1984,6,30,26,0,0,0,0,0,0,0,0,1,0,0
2013,2017,22.5,1,0,0,0,0,0.0,2.0,6,1,1,0,5,5,5,3.5,0,0,0,0,13,53,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.833,53.0,26.5,22.5,4.5,0.538,0.833,1.371,1,0,2.0,0,0,0,0,0,0.0,2700,-0.12,0,0.0,0.0,0,2.0,0.0,1990,5,16,28,0,1,0,0,0,0,0,0,0,0,0
2013,2019,5.91,10,0,0,0,1,0.0,10.666666666666666,15,1,5,2,6,7,7,1.88,0,0,0,0,53,186,0.333,2,0,0,1,1,0,0,0,0,0,2,3,0,1,11,14,0.359,18.6,17.4,5.06,4.22,0.415,0.444,0.859,10,0,10.666666666666666,0,0,0,0,0,0.0,2700,-0.065,0,0.000684462697,0.000684462697,0,12.666666666666666,0.0,1990,5,16,30,0,1,0,0,0,0,0,0,0,0,0
2013,2019,5.4,2,0,0,0,0,0.0,3.333333333333333,2,1,5,0,4,2,2,2.1,0,0,0,0,17,80,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.143,40.0,24.0,10.8,13.5,0.412,0.417,0.829,2,0,3.333333333333333,0,0,0,1,0,1.0,2700,0.0,0,0.0,0.0,0,3.333333333333333,0.0,1989,11,18,31,0,0,1,0,0,0,0,0,0,0,0
2013,2020,11.57,4,0,1,0,0,0.0,4.666666666666667,8,1,11,4,5,14,6,4.07,0,0,0,0,37,171,0.364,3,0,0,0,0,0,0,1,0,0,1,0,0,0,7,2,0.438,42.8,36.6,9.64,21.21,0.622,0.636,1.258,4,1,4.666666666666667,0,0,2,0,0,1.0,3000,-0.579,0,0.00945454545,0.00945454545,0,8.0,0.0,1989,11,18,32,0,0,1,0,0,0,0,0,0,0,0
2007,2007,7.71,11,0,0,0,1,0.0,4.666666666666667,7,0,2,1,5,4,4,1.93,0,0,0,0,25,103,0.368,1,0,2,1,0,0,1,0,0,0,0,1,0,1,5,3,0.467,9.4,22.1,9.64,3.86,0.435,0.421,0.856,11,0,4.666666666666667,2,0,0,0,0,0.0,2000,0.012,0,0.00899550225,0.00899550225,0,4.666666666666667,0.0,1987,7,13,21,0,0,0,0,0,0,0,1,0,0,0
2007,2008,3.0,3,0,0,0,0,0.0,3.0,3,0,1,0,4,1,1,1.33,0,0,0,0,13,60,0.273,0,0,0,1,0,1,0,0,0,0,2,0,0,0,2,3,0.375,20.0,20.0,12.0,3.0,0.308,0.273,0.581,3,0,3.333333333333333,0,0,0,1,0,1.0,2300,0.088,0,0.00268096515,0.0116764674,0,7.666666666666667,0.0,1987,7,13,22,0,0,0,0,0,0,0,1,0,0,0
2007,2009,7.36,20,1,0,0,0,1.0,18.33333333333333,24,3,16,4,17,15,15,2.18,0,0,0,0,93,408,0.329,7,2,0,0,0,2,0,0,0,1,9,0,0,3,14,18,0.396,20.4,22.3,8.35,7.85,0.473,0.603,1.076,20,0,18.33333333333333,0,0,2,1,0,1.0,2200,-0.066,0,0.00825309491,0.0199295623,0,26.0,0.0,1987,7,13,23,0,0,0,0,0,0,0,1,0,0,0
2007,2010,4.58,43,1,2,0,3,0.333,37.333333333333336,38,3,24,1,24,20,19,1.66,0,0,0,0,169,676,0.273,8,1,5,0,1,6,0,0,0,1,6,1,0,2,42,35,0.313,15.7,18.1,5.79,5.79,0.384,0.41,0.794,43,0,37.333333333333336,1,1,2,13,0,0.938,2800,0.455,0,0.00916730328,0.0290968656,0,63.33333333333333,0.0,1987,7,13,24,0,0,0,0,0,0,0,1,0,0,0
2007,2012,4.91,6,0,0,0,1,0.0,3.6666666666666665,2,0,4,0,5,2,2,1.64,0,0,0,0,17,73,0.154,1,0,0,0,0,0,0,0,0,0,2,2,0,0,4,2,0.25,12.2,19.9,12.27,9.82,0.353,0.231,0.584,6,0,3.6666666666666665,0,0,0,0,0,0.0,3000,0.045,0,0.00164581962,0.0307426852,0,67.0,0.0,1987,7,13,26,0,0,0,0,0,0,0,1,0,0,0
2007,2013,6.66,28,1,1,0,4,0.5,24.33333333333333,33,4,13,0,23,19,18,1.89,0,0,0,0,116,493,0.327,5,1,2,0,0,0,0,0,0,1,8,2,0,2,20,25,0.392,17.6,20.3,8.51,4.81,0.404,0.515,0.919,28,0,24.33333333333333,0,0,1,4,0,1.0,3200,-0.034,0,0.0220667384,0.0528094236,0,91.33333333333331,0.0,1987,7,13,27,0,0,0,0,0,0,0,1,0,0,0
2007,2014,5.24,27,0,3,1,1,0.0,46.333333333333336,51,5,17,3,53,28,27,1.47,0,0,0,0,204,875,0.285,9,1,3,2,0,1,0,5,0,0,7,5,0,3,27,50,0.374,32.4,18.9,10.29,3.3,0.353,0.43,0.783,27,5,46.333333333333336,2,0,4,6,1,0.833,4500,0.835,0,0.0422857143,0.0950951379,0,137.66666666666666,0.0,1987,7,13,28,0,0,0,0,0,0,0,1,0,0,0
2007,2015,6.11,31,0,0,0,2,0.0,28.0,32,3,20,1,37,19,19,1.86,0,0,0,0,135,602,0.288,10,1,2,1,1,3,0,1,0,0,5,5,0,1,25,18,0.403,19.4,21.5,11.89,6.43,0.398,0.477,0.875,31,1,28.0,0,0,1,3,0,1.0,15000,0.01,0,0.127630686,0.222725824,0,165.66666666666666,0.0,1987,7,13,29,0,0,0,0,0,0,0,1,0,0,0
2007,2016,5.77,70,6,3,0,9,0.667,68.66666666666667,73,9,30,2,77,44,44,1.5,0,0,0,0,306,1303,0.269,12,2,3,0,0,4,0,4,2,4,8,12,0,0,54,67,0.346,18.6,19.0,10.09,3.93,0.347,0.428,0.775,70,4,68.66666666666667,0,0,1,8,0,1.0,15000,0.746,0,0.0389170897,0.261642914,0,234.3333333333333,0.0,1987,7,13,30,0,0,0,0,0,0,0,1,0,0,0
2007,2017,4.38,35,8,4,0,3,0.667,100.66666666666669,110,11,36,6,94,52,49,1.45,0,0,5,0,446,1832,0.279,23,2,4,6,1,4,0,14,6,2,0,2,0,9,98,98,0.336,52.3,18.2,8.4,3.22,0.344,0.431,0.775,35,14,100.66666666666669,0,0,2,13,0,1.0,10000,2.145,0,0.116719243,0.378362157,0,335.0,0.0,1987,7,13,31,0,0,0,0,0,0,0,1,0,0,0
2007,2018,4.58,25,7,7,1,0,0.5,125.66666666666669,142,18,36,3,99,68,64,1.42,0,0,11,0,540,2132,0.287,27,2,5,1,0,2,0,23,7,0,1,1,0,11,113,142,0.327,85.3,17.0,7.09,2.58,0.338,0.459,0.797,25,23,125.66666666666669,0,1,3,21,0,1.0,15500,2.338,0,0.0643967432,0.4427589,0,460.6666666666667,0.0,1987,7,13,32,0,0,0,0,0,0,0,1,0,0,0
2007,2019,4.24,28,8,10,0,0,0.444,157.0,158,17,56,6,82,85,74,1.36,1,1,12,0,677,2543,0.26,29,4,2,6,0,4,0,27,8,0,1,0,0,11,181,192,0.274,90.8,16.2,4.7,3.21,0.326,0.405,0.731,28,27,157.0,0,1,10,20,1,1.0,15500,2.072,0,0.0280629706,0.47082187,0,617.6666666666667,0.0,1987,7,13,33,0,0,0,0,0,0,0,1,0,0,0
2007,2020,5.19,11,4,4,0,0,0.5,59.0,67,13,17,1,46,43,34,1.42,0,0,3,0,258,1047,0.285,15,2,1,4,0,1,0,11,4,0,0,0,0,5,60,66,0.3,95.2,17.7,7.02,2.59,0.331,0.532,0.863,11,11,59.0,1,0,1,6,2,0.875,28000,0.12,0,0.0516363636,0.522458234,0,676.6666666666667,0.0,1987,7,13,34,0,0,0,0,0,0,0,1,0,0,0
2007,2013,3.87,20,12,2,0,0,0.857,111.66666666666669,109,11,50,9,88,50,48,1.42,0,0,8,0,485,1955,0.261,14,3,5,4,1,7,1,20,12,0,0,0,0,15,113,111,0.304,97.8,17.5,7.09,4.03,0.35,0.388,0.738,20,20,111.66666666666669,2,0,7,11,1,0.8999999999999999,10000,1.939,0,0.278256189,0.278256189,0,111.66666666666669,0.0,1983,5,30,31,0,0,1,0,0,0,0,0,0,0,0
2007,2014,5.12,27,9,7,0,0,0.563,147.66666666666666,146,13,58,13,128,100,84,1.38,0,0,10,0,661,2641,0.251,30,6,6,3,3,9,0,27,9,0,0,0,0,8,175,135,0.3,97.8,17.9,7.8,3.53,0.331,0.391,0.722,27,27,147.66666666666666,1,0,12,14,1,0.963,18000,2.312,0,0.679238095,0.957494284,0,259.33333333333337,0.0,1983,5,30,32,0,0,1,0,0,0,0,0,0,0,0
2007,2015,4.78,24,4,9,0,0,0.308,130.0,134,16,55,14,88,72,69,1.45,0,0,11,0,572,2163,0.273,20,3,8,4,1,15,0,23,4,0,0,0,0,14,181,92,0.302,90.1,16.6,6.09,3.81,0.36,0.424,0.784,24,23,130.0,2,1,10,27,3,0.949,18000,2.366,0,0.131704005,1.089198289,0,389.33333333333337,0.0,1983,5,30,33,0,0,1,0,0,0,0,0,0,0,0
2007,2016,4.3,29,13,11,0,0,0.542,161.33333333333334,152,14,70,21,138,83,77,1.38,1,1,14,0,701,2743,0.255,25,0,5,8,0,13,0,29,13,0,1,0,0,16,180,135,0.305,94.6,17.0,7.7,3.9,0.349,0.367,0.716,29,29,161.33333333333334,1,2,11,16,0,0.964,18000,3.696,0,0.288494078,1.377692367,0,550.6666666666667,0.0,1983,5,30,34,0,0,1,0,0,0,0,0,0,0,0
2007,2017,5.35,25,8,6,0,0,0.571,131.33333333333334,140,10,55,19,107,87,78,1.48,0,0,7,0,591,2303,0.274,32,2,3,3,0,15,0,25,8,0,0,0,0,14,147,120,0.327,92.1,17.5,7.33,3.77,0.364,0.403,0.767,25,25,131.33333333333334,3,0,9,16,1,0.893,35000,0.239,0,0.13170347,1.509395837,0,682.0000000000001,0.0,1983,5,30,35,0,0,1,0,0,0,0,0,0,0,0
2007,2019,4.22,11,0,2,0,0,0.0,53.333333333333336,57,5,26,4,31,27,25,1.56,0,0,3,0,243,921,0.277,7,2,3,4,1,2,0,11,0,0,0,0,0,4,61,61,0.299,83.7,17.3,5.23,4.39,0.363,0.403,0.766,11,11,53.333333333333336,1,0,5,5,0,0.909,10000,0.591,0,0.0739219713,1.583317808,0,735.3333333333335,0.0,1983,5,30,37,0,0,1,0,0,0,0,0,0,0,0
2007,2008,0.0,1,0,0,0,0,0.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,11,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0,0,0,0,0,0.0,2100,0.034,0,0.000893655049,0.000893655049,0,1.0,0.0,1983,8,12,26,0,0,0,0,0,0,0,1,0,0,0
2007,2011,0.0,2,0,0,0,0,0.0,1.3333333333333333,0,0,0,0,0,0,0,0.0,0,0,0,0,4,14,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0.0,7.0,10.5,0.0,0.0,0.0,0.0,0.0,2,0,1.3333333333333333,0,0,0,0,0,0.0,2100,0.045,0,0.0044603033,0.00535395835,0,2.333333333333333,0.0,1983,8,12,29,0,0,0,0,0,0,0,1,0,0,0
2007,2012,9.0,1,0,0,0,1,0.0,1.0,1,0,0,0,1,1,1,1.0,0,0,0,0,4,15,0.25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0.333,15.0,15.0,9.0,0.0,0.25,0.5,0.75,1,0,1.0,0,0,0,0,0,0.0,2500,0.011,0,0.000329163924,0.00568312227,0,3.333333333333333,0.0,1983,8,12,30,0,0,0,0,0,0,0,1,0,0,0
2007,2013,7.16,10,0,0,0,0,0.0,16.333333333333332,20,1,7,2,11,13,13,1.65,0,0,0,0,74,251,0.308,5,1,0,0,0,2,0,0,0,0,2,1,0,2,20,14,0.358,25.1,15.4,6.06,3.86,0.392,0.462,0.854,10,0,16.333333333333332,0,0,1,1,0,1.0,2800,0.025,0,0.0220667384,0.0277498607,0,19.666666666666664,0.0,1983,8,12,31,0,0,0,0,0,0,0,1,0,0,0
2007,2014,4.5,8,0,1,0,0,0.0,20.0,21,4,7,3,16,15,10,1.4,0,0,0,0,84,270,0.292,4,1,0,2,0,0,0,2,0,0,3,0,0,3,21,16,0.315,33.8,13.5,7.2,3.15,0.369,0.542,0.911,8,2,20.0,0,1,2,3,0,1.0,3000,0.065,0,0.0118095238,0.0395593845,0,39.66666666666666,0.0,1983,8,12,32,0,0,0,0,0,0,0,0,0,1,0
