ID,선수명,데뷔년도,팀명,연도,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,결승타,투구수/타석,순수장타율,추정득점,GPA,경기(주루),도루시도(주루),도루허용(주루),도루실패(주루),도루성공률(주루),주루사(주루),견제사(주루),포지션(수비),경기(수비),선발경기(수비),수비이닝(수비),실책(수비),견제사(수비),자살(수비),보살(수비),병살(수비),포일(수비),도루허용(수비),도루실패(수비),수비율(수비),도루저지율(수비),WAR,FA여부,뉴스개수(연도별정규화),뉴스개수(누적정규화),수상횟수,누적타석,포지션 엔트로피,출생연도,출생월,출생일,나이,연봉,1차FA여부,2차FA여부,3차FA여부
70224,강봉규,1996,삼성,2012,0.255,102,274,235,30,60,10,1,6,90,38,3,6,28,1,2,49,5,0.383,0.332,0.715,15,0.302,0.2,17,70,62,0,3.89,0.128,32.8,0.245,102,8,5,3,62.5,0,0,좌익수,94,58,514.3333333333333,2,0,192,7,15,0,0,0,0.9964303305249516,0.0,1.114,0.0,0.0221799747,0.282693784,0,2131,0.7417058087058701,1978,1,12,35,24191.722421671016,1.0,0.0,0.0
70410,김주찬,2000,롯데,2002,0.22,84,291,264,25,58,13,4,7,100,25,7,1,14,0,5,75,5,0.379,0.271,0.65,15,0.2,0.0,24,55,77,0,3.91,0.159,25.8,0.217,84,17,9,8,52.9,0,0,중견수,76,67,586.6666666666667,7,0,224,44,26,0,0,0,0.9708267045454544,0.0,-0.446,0.0,0.00943396226,0.00943396226,0,291,1.3415181909536926,1981,3,25,22,6580.25646244657,0.0,0.0,0.0
70410,김주찬,2000,롯데,2003,0.16,55,131,125,12,20,5,1,3,36,3,1,0,5,0,0,33,1,0.288,0.192,0.48,6,0.0,0.0,9,36,36,0,3.69,0.128,6.7,0.158,55,9,7,2,77.8,0,0,중견수,50,28,284.33333333333337,0,0,60,2,1,0,0,0,0.9894490035169988,0.0,-0.913,0.0,0.00401606426,0.0134500265,0,422,0.0845052762503028,1981,3,25,23,5523.637363932881,0.0,0.0,0.0
70410,김주찬,2000,롯데,2007,0.261,113,416,387,49,101,17,1,5,135,30,7,1,13,3,8,69,4,0.349,0.298,0.647,29,0.257,0.286,23,100,118,0,3.28,0.088,40.6,0.221,113,30,22,8,73.3,0,0,우익수,124,91,837.0,4,0,289,14,12,0,0,0,0.9858721624850656,0.0,0.568,0.0,0.110552764,0.262688922,0,1341,0.4931967501098384,1981,3,25,27,8082.947060258601,0.0,0.0,0.0
70410,김주찬,2000,롯데,2008,0.313,104,458,412,75,129,16,7,1,162,42,9,5,24,0,8,61,6,0.393,0.359,0.752,40,0.311,0.0,24,124,103,0,3.38,0.08,57.7,0.26,104,50,32,18,64.0,0,0,중견수,135,100,857.3333333333334,9,0,432,21,43,0,0,0,0.9735653188180404,0.0,3.076,0.0,0.153339605,0.416028527,0,1799,0.9213796449361408,1981,3,25,28,12514.245014245014,0.0,0.0,0.0
70410,김주찬,2000,롯데,2009,0.31,109,479,435,77,135,30,5,7,196,51,4,6,28,0,6,56,7,0.451,0.356,0.807,43,0.36,0.0,42,117,133,0,3.32,0.14,71.2,0.273,109,41,34,7,82.9,0,0,1루수,122,108,905.0,6,0,688,56,78,0,0,0,0.9887093922651934,0.0,2.26,0.0,0.225668449,0.641696976,0,2278,0.8898941123749726,1981,3,25,29,17367.189816696136,0.0,0.0,0.0
70410,김주찬,2000,롯데,2010,0.276,118,535,485,89,134,18,4,9,187,40,11,3,31,1,5,65,5,0.386,0.324,0.71,40,0.294,0.0,31,135,154,0,3.41,0.109,66.9,0.242,118,84,65,19,77.4,0,0,1루수,156,117,980.6666666666669,5,0,520,42,33,0,0,0,0.9857984364377974,0.0,1.296,0.0,0.144305772,0.786002748,0,2813,0.9550902222408508,1981,3,25,30,18920.996230877245,0.0,0.0,0.0
70410,김주찬,2000,롯데,2011,0.312,86,371,321,58,100,12,3,6,136,40,12,4,27,0,7,38,4,0.424,0.373,0.797,25,0.347,0.0,21,90,97,0,3.43,0.112,53.0,0.274,86,35,25,10,71.4,0,0,좌익수,97,84,707.0,2,0,159,4,1,0,0,0,0.9816760961810466,0.0,2.396,0.0,0.10094451,0.886947258,0,3184,0.0504369672459655,1981,3,25,31,29407.6806248644,0.0,0.0,0.0
70410,김주찬,2000,롯데,2012,0.294,118,488,435,62,128,27,3,5,176,39,11,5,30,1,7,48,7,0.405,0.346,0.751,39,0.278,0.333,35,120,144,0,3.36,0.11,62.0,0.257,118,45,32,13,71.1,0,0,좌익수,113,105,873.6666666666666,2,0,222,13,0,0,0,0,0.9895791682563908,0.0,2.88,1.0,0.228770596,1.115717854,0,3672,0.2977235935340601,1981,3,25,32,134398.45789817232,1.0,0.0,0.0
70410,김주찬,2000,KIA,2013,0.304,47,195,168,24,51,9,4,0,68,28,7,1,15,1,4,18,4,0.405,0.372,0.777,16,0.353,0.0,13,52,48,0,3.76,0.101,27.7,0.269,47,26,23,3,88.5,0,0,좌익수,48,44,371.3333333333333,1,0,128,9,6,0,0,0,0.9907773788150808,0.0,1.322,0.0,0.155073389,1.270791243,0,3867,0.5183857945972224,1981,3,25,33,132706.6003343471,1.0,0.0,0.0
70410,김주찬,2000,KIA,2014,0.346,100,442,399,72,138,32,4,9,205,46,6,2,31,2,4,48,11,0.514,0.397,0.911,46,0.326,0.25,45,97,118,4,3.62,0.168,72.2,0.307,100,32,22,10,68.8,7,0,좌익수,70,59,472.3333333333333,3,0,160,7,7,0,0,0,0.98739308398024,0.0,2.974,0.0,0.0735181888,1.344309431,0,4309,0.5611451424948516,1981,3,25,34,131775.0,1.0,0.0,0.0
70410,김주찬,2000,KIA,2015,0.327,98,377,333,66,109,23,2,18,190,62,1,8,23,3,12,58,10,0.571,0.383,0.954,36,0.294,0.222,43,79,95,7,3.79,0.243,68.7,0.315,98,10,8,2,80.0,3,0,좌익수,35,32,244.0,0,0,48,3,1,0,0,0,1.0,0.0,3.164,0.0,0.0489335006,1.393242932,0,4686,0.1664897856300277,1981,3,25,35,130509.06209765279,1.0,0.0,0.0
70410,김주찬,2000,KIA,2016,0.346,130,555,511,97,177,37,3,23,289,101,1,6,30,1,7,68,13,0.566,0.386,0.952,54,0.421,1.0,63,137,135,12,3.56,0.219,98.6,0.315,130,16,9,7,56.3,5,0,좌익수,115,111,899.0,3,0,226,4,1,0,0,0,0.9863010752688172,0.0,4.271,0.0,0.205989111,1.599232043,1,5241,0.1478946459588748,1981,3,25,36,61451.471874089184,0.0,0.0,0.0
70410,김주찬,2000,KIA,2017,0.309,122,478,440,78,136,39,2,12,215,70,2,1,31,0,4,59,17,0.489,0.359,0.848,39,0.322,0.25,53,122,124,5,3.49,0.18,68.1,0.284,122,11,9,2,81.8,5,0,1루수,134,101,854.0,5,0,626,44,72,0,0,0,0.9940452771272444,0.0,2.342,1.0,0.172286941,1.771518984,0,5719,0.8199854024142218,1981,3,25,37,90835.8066060316,0.0,1.0,0.0
70410,김주찬,2000,KIA,2018,0.34,121,471,429,71,146,23,0,18,223,93,2,10,23,5,7,57,15,0.52,0.375,0.895,42,0.361,0.333,41,108,128,8,3.3,0.179,78.2,0.299,121,9,8,1,88.9,2,0,1루수,116,100,827.0,3,0,753,31,76,0,0,0,0.9962708585247884,0.0,2.328,0.0,0.0749601276,1.846479112,0,6190,0.3573366375271184,1981,3,25,38,90489.2703862661,0.0,1.0,0.0
70410,김주찬,2000,KIA,2019,0.3,100,363,337,35,101,16,0,3,126,32,1,3,17,3,5,44,6,0.374,0.34,0.714,30,0.25,0.143,19,85,110,3,3.39,0.074,41.6,0.247,100,4,3,1,75.0,4,1,1루수,91,73,604.3333333333333,6,0,493,41,48,0,0,0,0.9901952564809708,0.0,0.596,0.0,0.0544157003,1.900894812,0,6553,0.4932270295413561,1981,3,25,39,90000.0,0.0,1.0,0.0
70553,박기혁,2000,롯데,2002,0.243,66,146,136,15,33,6,0,0,39,8,1,0,9,0,0,38,6,0.287,0.29,0.577,8,0.233,0.25,6,40,25,0,3.88,0.044,9.6,0.202,66,8,6,2,75.0,0,0,유격수,60,36,357.3333333333333,10,0,59,142,38,0,0,0,0.9531194029850746,0.0,0.029,0.0,0.0,0.0,0,146,0.1547605274824089,1981,6,4,22,3719.2753918176268,0.0,0.0,0.0
70553,박기혁,2000,롯데,2003,0.246,95,321,281,34,69,10,2,4,95,32,16,2,20,0,2,42,9,0.338,0.298,0.636,17,0.333,0.0,16,88,84,0,3.68,0.093,27.6,0.219,95,11,7,4,63.6,0,0,유격수,92,79,701.0,16,0,119,252,54,0,0,0,0.959,0.0,0.128,0.0,0.00401606426,0.00401606426,0,467,0.0,1981,6,4,23,5523.637363932881,0.0,0.0,0.0
70553,박기혁,2000,롯데,2004,0.203,131,386,340,35,69,7,2,6,98,35,12,1,30,0,3,75,8,0.288,0.273,0.561,11,0.207,0.0,15,108,89,0,3.95,0.085,27.6,0.195,131,15,11,4,73.3,0,0,유격수,133,107,962.6666666666666,13,0,177,357,76,0,0,0,0.976224376731302,0.0,-0.076,0.0,0.116788321,0.120804385,0,853,0.0764896472428533,1981,6,4,24,7660.165213400642,0.0,0.0,0.0
70553,박기혁,2000,롯데,2005,0.278,114,382,335,44,93,13,3,3,121,27,9,1,36,0,1,61,5,0.361,0.349,0.71,23,0.289,0.5,19,93,89,0,4.0,0.084,43.5,0.247,114,11,8,3,72.7,0,0,유격수,114,109,901.3333333333334,19,0,165,325,60,0,0,0,0.9622259615384616,0.0,2.248,0.0,0.189427313,0.310231698,0,1235,0.1997624575159647,1981,6,4,25,10252.562280242388,0.0,0.0,0.0
70553,박기혁,2000,롯데,2006,0.252,117,371,310,26,78,14,0,0,92,25,25,0,33,0,3,53,7,0.297,0.329,0.626,20,0.295,0.0,14,93,86,0,3.58,0.045,30.3,0.222,117,16,8,8,50.0,0,0,유격수,118,101,859.6666666666667,5,0,160,331,63,0,0,0,0.989580069794494,0.0,0.891,0.0,0.045325779,0.355557477,0,1606,0.2964494008502674,1981,6,4,26,12819.359153645042,0.0,0.0,0.0
70553,박기혁,2000,롯데,2007,0.222,108,320,266,26,59,8,1,1,72,24,13,4,34,0,3,44,5,0.271,0.313,0.584,8,0.208,1.0,10,90,77,0,3.97,0.049,26.1,0.209,108,9,5,4,55.6,0,0,유격수,132,86,782.6666666666667,11,0,177,266,57,0,0,0,0.9751588586030664,0.0,0.384,0.0,0.0368509213,0.392408399,0,1926,0.9695881987418302,1981,6,4,27,10777.262747011468,0.0,0.0,0.0
70553,박기혁,2000,롯데,2008,0.291,113,404,351,47,102,13,1,1,120,36,8,3,40,0,2,47,6,0.342,0.364,0.706,26,0.242,0.0,15,113,92,0,3.71,0.051,46.7,0.249,113,23,16,7,69.6,0,0,유격수,113,109,925.3333333333334,18,0,171,383,70,0,0,0,0.969,0.0,2.523,0.0,0.140169332,0.532577731,1,2330,0.0,1981,6,4,28,14301.994301994304,0.0,0.0,0.0
70553,박기혁,2000,롯데,2009,0.217,109,346,299,32,65,10,1,0,77,21,14,4,28,0,1,61,13,0.258,0.283,0.541,16,0.222,0.0,11,100,77,0,3.71,0.04,20.1,0.192,109,13,7,6,53.8,0,0,유격수,109,94,816.6666666666666,16,0,166,298,66,0,0,0,0.967,0.0,-0.925,0.0,0.247058824,0.779636555,0,2676,0.0,1981,6,4,29,13893.75185335691,0.0,0.0,0.0
70553,박기혁,2000,롯데,2013,0.2,31,70,60,4,12,2,0,0,14,9,1,0,9,0,0,11,3,0.233,0.304,0.537,1,0.3,0.0,2,23,14,0,4.07,0.033,3.2,0.195,31,4,1,3,25.0,0,0,유격수,31,22,189.66666666666663,3,0,33,67,16,0,0,0,0.971,0.0,-0.112,0.0,0.0197830249,0.881322856,0,2912,0.0,1981,6,4,33,7431.569618723438,0.0,0.0,0.0
70553,박기혁,2000,롯데,2014,0.157,22,63,51,8,8,2,0,0,10,2,2,0,10,0,0,11,1,0.196,0.295,0.491,0,0.2,0.0,2,19,13,0,4.1,0.039,3.3,0.182,22,1,0,1,0.0,0,0,유격수,22,17,145.0,2,0,24,54,9,0,0,0,0.975,0.0,-0.169,1.0,0.0307809718,0.912103827,0,2975,0.0,1981,6,4,34,30044.7,1.0,0.0,0.0
70553,박기혁,2000,KT,2015,0.28,126,350,300,27,84,13,1,1,102,30,16,1,30,0,3,84,10,0.34,0.35,0.69,20,0.31,0.0,15,82,51,3,3.91,0.06,35.3,0.243,126,3,3,0,100.0,9,0,유격수,136,97,807.3333333333334,8,0,142,291,67,0,0,0,0.9819413707679604,0.0,-0.642,0.0,0.0253450439,0.937448871,0,3325,0.3247637957537665,1981,6,4,35,29756.066158264835,1.0,0.0,0.0
70553,박기혁,2000,KT,2016,0.273,117,348,308,36,84,13,0,2,103,34,10,2,27,0,1,53,8,0.334,0.331,0.665,20,0.247,0.125,15,97,76,8,3.86,0.062,33.2,0.232,117,2,0,2,0.0,3,0,유격수,123,93,785.6666666666666,13,0,157,285,63,0,0,0,0.9717089520577006,0.0,-0.411,0.0,0.0281306715,0.965579543,0,3673,0.3848884288780165,1981,6,4,36,29189.449140192362,1.0,0.0,0.0
70553,박기혁,2000,KT,2017,0.238,97,263,235,22,56,11,1,2,75,18,7,3,16,0,2,51,9,0.319,0.289,0.608,11,0.194,0.0,14,83,48,2,3.78,0.081,20.5,0.21,97,3,2,1,66.7,4,0,유격수,97,75,628.3333333333334,9,0,85,213,46,0,0,0,0.971,0.0,-0.678,0.0,0.0232985898,0.988878133,0,3936,0.0,1981,6,4,37,28764.672091910008,1.0,0.0,0.0
70612,김상훈,1996,KIA,2002,0.221,113,391,357,36,79,12,0,7,112,41,8,3,18,0,5,67,11,0.314,0.266,0.58,16,0.202,0.0,19,128,86,0,3.64,0.092,28.6,0.198,113,4,3,1,75.0,0,0,포수,113,109,910.0,6,1,664,54,8,8,48,44,0.992,47.8,0.393,0.0,0.0188679245,0.0188679245,0,391,0.0,1977,10,27,26,9727.335640138408,0.0,0.0,0.0
70612,김상훈,1996,KIA,2003,0.279,125,467,423,43,118,23,1,7,164,46,10,1,30,2,3,69,9,0.388,0.33,0.718,29,0.27,0.333,31,131,106,0,3.62,0.109,51.6,0.246,125,5,3,2,60.0,0,0,포수,125,121,1021.0,7,0,733,74,5,7,37,46,0.991,55.4,2.528,0.0,0.0220883534,0.0409562779,0,858,0.0,1977,10,27,27,15880.457421307034,0.0,0.0,0.0
70612,김상훈,1996,KIA,2004,0.262,128,439,389,39,102,21,0,8,147,45,13,3,33,0,1,66,11,0.378,0.319,0.697,26,0.255,0.0,29,112,112,0,3.63,0.116,45.9,0.238,128,3,2,1,66.7,0,0,포수,127,118,989.0,6,0,680,56,12,4,48,36,0.992,42.9,2.069,0.0,0.153284672,0.19424095,0,1297,0.0,1977,10,27,28,13170.108612513384,0.0,0.0,0.0
70612,김상훈,1996,KIA,2005,0.235,105,338,298,29,70,8,0,8,102,40,8,4,24,1,4,50,5,0.342,0.297,0.639,16,0.233,0.167,16,100,82,0,3.52,0.107,32.1,0.219,105,2,0,2,0.0,0,0,포수,103,93,745.3333333333334,6,1,569,37,10,3,57,22,0.99,27.800000000000004,0.981,0.0,0.118942731,0.313183681,0,1635,0.0,1977,10,27,29,12881.424403381461,0.0,0.0,0.0
70612,김상훈,1996,KIA,2006,0.234,122,417,367,33,86,15,1,2,109,35,18,0,30,0,2,54,9,0.297,0.296,0.593,19,0.304,0.333,18,116,111,0,3.61,0.063,30.8,0.207,122,3,1,2,33.3,0,0,포수,120,115,969.3333333333334,5,4,690,64,11,4,60,30,0.993,33.3,1.099,0.0,0.0240793201,0.337263001,0,2052,0.0,1977,10,27,30,14742.263026691799,0.0,0.0,0.0
70612,김상훈,1996,KIA,2007,0.263,109,362,320,28,84,17,0,3,110,30,13,2,20,0,7,40,6,0.344,0.318,0.662,22,0.264,0.0,20,106,92,0,3.6,0.081,35.8,0.229,109,3,3,0,100.0,0,0,포수,108,105,820.3333333333334,4,1,527,34,11,7,88,21,0.993,19.3,1.72,0.0,0.0854271357,0.422690137,0,2414,0.0,1977,10,27,31,18370.334227860458,0.0,0.0,0.0
70612,김상훈,1996,KIA,2008,0.267,35,94,86,8,23,3,0,2,32,9,1,1,5,0,1,13,1,0.372,0.312,0.684,5,0.24,0.25,5,24,27,0,3.97,0.105,10.2,0.233,35,2,1,1,50.0,0,0,포수,32,27,209.66666666666663,0,0,143,17,2,3,37,10,1.0,21.3,0.481,0.0,0.0310442145,0.453734351,0,2508,0.0,1977,10,27,32,17877.492877492878,0.0,0.0,0.0
70612,김상훈,1996,KIA,2009,0.23,124,441,379,35,87,14,0,12,137,65,8,4,46,2,4,72,10,0.361,0.316,0.677,17,0.32,0.0,26,116,108,0,3.9,0.132,46.0,0.232,124,3,2,1,66.7,0,0,포수,120,112,957.3333333333334,5,0,765,53,8,3,112,33,0.994,22.8,1.242,1.0,0.104812834,0.558547185,1,2949,0.0,1977,10,27,33,118675.79708075694,1.0,0.0,0.0
70612,김상훈,1996,KIA,2010,0.243,107,354,300,25,73,11,0,4,96,39,14,2,34,0,4,43,11,0.32,0.326,0.646,17,0.255,0.4,15,107,79,0,3.86,0.077,31.6,0.227,107,3,1,2,33.3,0,0,포수,97,86,730.0,11,3,600,35,9,2,102,22,0.983,17.7,0.965,0.0,0.0280811232,0.586628308,0,3303,0.0,1977,10,27,34,36172.49279432414,0.0,0.0,0.0
70612,김상훈,1996,KIA,2011,0.195,67,150,123,19,24,3,0,3,36,16,1,1,24,0,1,26,2,0.293,0.329,0.622,4,0.286,0.222,6,45,29,0,4.05,0.098,14.5,0.221,67,0,0,0,0.0,0,0,포수,57,33,307.6666666666667,2,0,265,12,1,1,30,6,0.993,16.7,0.642,0.0,0.00826446281,0.594892771,0,3453,0.0,1977,10,27,35,35398.134085484926,0.0,0.0,0.0
70612,김상훈,1996,KIA,2012,0.172,80,192,163,11,28,5,0,2,39,20,9,0,18,1,2,39,5,0.239,0.262,0.501,2,0.261,0.333,7,53,43,0,3.81,0.067,9.7,0.178,80,0,0,0,0.0,0,0,포수,77,51,457.3333333333333,2,0,330,31,4,3,42,17,0.994,28.8,-0.167,0.0,0.036121673,0.631014444,0,3645,0.0,1977,10,27,36,18278.190274151435,0.0,0.0,0.0
70612,김상훈,1996,KIA,2013,0.23,49,108,87,7,20,4,0,0,24,8,5,2,13,0,1,17,3,0.276,0.33,0.606,3,0.333,0.0,4,25,27,0,3.65,0.046,9.3,0.218,49,0,0,0,0.0,0,0,포수,49,32,264.6666666666667,1,1,228,11,1,1,46,7,0.996,13.2,0.212,0.0,0.0287172942,0.659731738,0,3753,0.0,1977,10,27,37,9554.875224072992,0.0,0.0,0.0
70646,김상현,2000,LG,2002,0.313,31,42,32,7,10,0,1,1,15,6,0,0,7,1,3,18,0,0.469,0.476,0.945,2,0.333,0.4,2,3,1,0,4.33,0.156,7.7,0.331,31,0,0,0,0.0,0,0,3루수,22,5,74.33333333333333,2,0,5,15,2,0,0,0,0.9125560538116594,0.0,0.573,0.0,0.0,0.0,0,42,1.146241085468574,1980,11,12,23,3290.128231223285,0.0,0.0,0.0
70646,김상현,2000,LG,2003,0.269,55,209,182,24,49,9,1,7,81,28,1,3,16,0,7,50,1,0.445,0.346,0.791,11,0.237,0.333,17,46,40,0,3.73,0.176,30.8,0.267,55,8,7,1,87.5,0,0,3루수,45,40,346.6666666666667,10,0,30,75,8,0,0,0,0.9165346153846154,0.0,1.562,0.0,0.0180722892,0.0180722892,0,251,0.1375110057833853,1980,11,12,24,4833.182693441271,0.0,0.0,0.0
70646,김상현,2000,LG,2007,0.235,121,434,378,44,89,27,0,7,137,41,10,3,33,0,10,85,12,0.362,0.311,0.673,24,0.239,0.333,34,125,82,0,3.91,0.127,43.1,0.23,121,6,6,0,100.0,0,0,3루수,126,107,966.0,19,0,92,214,31,0,0,0,0.94055900621118,0.0,1.661,0.0,0.155778894,0.239544614,0,1001,0.0762289548439436,1980,11,12,28,7348.133691144182,0.0,0.0,0.0
70646,김상현,2000,LG,2008,0.243,75,243,214,28,52,9,2,8,89,18,5,2,19,0,3,55,8,0.416,0.311,0.727,12,0.19,0.2,19,60,49,0,3.63,0.173,26.4,0.244,75,5,2,3,40.0,0,0,3루수,84,64,565.6666666666666,9,0,82,114,11,0,0,0,0.9539516794342958,0.0,1.069,0.0,0.0592662277,0.298810842,0,1244,0.2455288176510285,1980,11,12,29,7150.997150997152,0.0,0.0,0.0
70646,김상현,2000,KIA,2009,0.315,121,496,448,77,141,30,2,36,283,127,0,1,41,1,6,103,11,0.632,0.379,1.011,46,0.403,0.0,68,106,99,0,3.79,0.317,95.4,0.329,121,12,7,5,58.3,0,0,3루수,125,117,922.0,21,0,118,217,22,0,0,0,0.9394168474331164,0.0,5.873,0.0,0.694117647,0.992928489,2,1740,0.2545464934777861,1980,11,12,30,27787.50370671382,0.0,0.0,0.0
70646,김상현,2000,KIA,2010,0.215,79,330,288,44,62,5,1,21,132,53,0,1,33,1,8,85,10,0.458,0.312,0.77,13,0.188,0.0,27,75,67,0,4.06,0.243,42.1,0.255,79,4,3,1,75.0,0,0,3루수,60,57,460.0,7,0,124,92,11,0,0,0,0.9597652173913044,0.0,1.741,0.0,0.251950078,1.244878567,0,2070,0.7305389794885981,1980,11,12,31,22259.995565737936,0.0,0.0,0.0
70646,김상현,2000,KIA,2011,0.255,101,405,357,38,91,15,0,14,148,64,0,2,37,1,9,83,12,0.415,0.338,0.753,25,0.271,0.667,29,102,83,0,3.92,0.16,50.6,0.256,101,8,8,0,100.0,0,0,좌익수,93,91,733.3333333333334,7,0,245,9,10,0,0,0,0.96222,0.0,2.083,0.0,0.114521842,1.359400409,0,2475,0.6802560820454923,1980,11,12,32,21783.467129529185,0.0,0.0,0.0
70646,김상현,2000,KIA,2012,0.259,32,126,116,17,30,9,0,4,51,17,1,0,6,0,3,26,3,0.44,0.312,0.752,10,0.2,0.0,13,39,21,0,3.74,0.181,14.3,0.25,32,3,1,2,33.3,0,0,우익수,22,22,173.0,0,0,42,1,0,0,0,0,1.0,0.0,0.61,0.0,0.0709759189,1.430376328,0,2601,0.0,1980,11,12,33,21503.75326370757,0.0,0.0,0.0
