ID,선수명,연도,뉴스개수,min,max,Min-Max,Min-Max 누적
62802,박승욱,2018,38,0,1881,0.0202020202,0.125093746
62802,박승욱,2019,38,0,1121,0.0338983051,0.158992051
62802,박승욱,2020,31,1,1171,0.0256410256,0.184633077
62864,김민식,2015,29,0,3985,0.00727728984,0.00727728984
62864,김민식,2016,48,0,1102,0.0435571688,0.0508344586
62864,김민식,2017,408,0,1631,0.25015328,0.300987739
62864,김민식,2018,99,0,1881,0.0526315789,0.353619318
62864,김민식,2019,61,0,1121,0.0544157003,0.408035018
62864,김민식,2020,37,1,1171,0.0307692308,0.438804249
62883,박인성,2013,3,0,1567,0.00191448628,0.00191448628
62884,최항,2017,74,0,1631,0.0453709381,0.0453709381
62884,최항,2018,128,0,1881,0.0680489102,0.113419848
62884,최항,2019,42,0,1121,0.0374665477,0.150886396
62884,최항,2020,78,1,1171,0.0658119658,0.216698362
62893,최정민,2012,15,0,1578,0.00950570342,0.00950570342
62893,최정민,2015,28,0,3985,0.00702634881,0.0165320522
62893,최정민,2016,95,0,1102,0.0862068966,0.102738949
62893,최정민,2017,68,0,1631,0.0416922134,0.144431162
62893,최정민,2018,33,0,1881,0.0175438596,0.161975022
62893,최정민,2019,9,0,1121,0.00802854594,0.170003568
62893,최정민,2020,8,1,1171,0.00598290598,0.175986474
62894,정규창,2013,0,0,1567,0,0
62895,한동민,2012,15,0,1578,0.00950570342,0.00950570342
