데뷔년도,연도,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,피출루율,피장타율,피OPS,경기(수비),선발경기(수비),수비이닝(수비),실책(수비),견제사(수비),자살(수비),보살(수비),병살(수비),수비율(수비),WAR,FA여부,뉴스개수(연도별정규화),뉴스개수(누적정규화),수상횟수,누적이닝,포지션 엔트로피,출생연도,출생월,출생일,나이,팀명_KIA,팀명_KT,팀명_LG,팀명_NC,팀명_SK,팀명_두산,팀명_롯데,팀명_삼성,팀명_우리/히어로즈/넥센/키움,팀명_한화,팀명_현대,연봉,1차FA여부,2차FA여부,5년평균평균자책점,5년평균경기,5년평균승리,5년평균패배,5년평균세이브,5년평균홀드,5년평균승률,5년평균이닝,5년평균피안타,5년평균홈런,5년평균볼넷,5년평균사구,5년평균삼진,5년평균실점,5년평균자책점,5년평균이닝당_출루허용률,5년평균완투,5년평균완봉,5년평균퀄리티스타트,5년평균블론세이브,5년평균타자수,5년평균투구수,5년평균피안타율,5년평균2루타,5년평균3루타,5년평균희생번트,5년평균희생플라이,5년평균고의4구,5년평균폭투,5년평균보크,5년평균선발,5년평균선발승,5년평균구원승,5년평균종료,5년평균세이브기회,5년평균터프세이브,5년평균병살타,5년평균땅볼,5년평균뜬공,5년평균인플레이타구타율,5년평균투구수/경기,5년평균투구수/이닝,5년평균9이닝당 삼진,5년평균9이닝당 볼넷,5년평균피출루율,5년평균피장타율,5년평균피OPS,5년평균경기(수비),5년평균선발경기(수비),5년평균수비이닝(수비),5년평균실책(수비),5년평균견제사(수비),5년평균자살(수비),5년평균보살(수비),5년평균병살(수비),5년평균수비율(수비),5년평균WAR,5년평균뉴스개수(연도별정규화),5년평균수상횟수,5년평균포지션 엔트로피,5년평균연봉
2016,2020,2.45,47,2,2,15,13,0.5,47.66666666666666,35,4,22,0,64,21,13,1.2,0,0,0,2,198,792,0.207,6,1,3,4,0,2,0,0,0,2,24,30,2,5,28,46,0.295,16.9,16.6,12.08,4.15,0.292,0.325,0.617,47,0,47.66666666666666,2,0,2,3,2,0.714,1.601,0,0.128727273,0.261007848,0,132.0,0.0,1996,4,18,25,1,0,0,0,0,0,0,0,0,0,0,13833.243412673233,0,0,3.8899999999999992,36.333333333333336,1.0,2.0,5.0,9.333333333333334,0.2333333333333333,39.55555555555555,33.0,2.6666666666666665,16.0,0.6666666666666666,44.333333333333336,16.333333333333332,13.666666666666666,1.5366666666666668,0.0,0.0,0.0,1.6666666666666667,166.0,646.6666666666666,0.2639999999999999,6.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.0,0.6666666666666666,0.0,1.0,13.0,17.0,0.6666666666666666,2.6666666666666665,26.0,44.66666666666666,0.3309999999999999,25.666666666666668,17.7,9.126666666666669,3.8733333333333335,0.3356666666666667,0.3786666666666666,0.7143333333333333,36.333333333333336,0.6666666666666666,39.55555555555555,0.6666666666666666,0.0,1.6666666666666667,2.6666666666666665,1.0,0.9046666666666666,1.161333333333333,0.0762863157666666,0.0,0.0,5157.339055793991
2014,2020,3.97,47,1,4,0,2,0.2,45.333333333333336,57,2,12,1,21,22,20,1.52,0,0,0,1,199,681,0.315,9,0,4,1,1,2,0,1,0,1,9,3,0,7,69,35,0.346,14.5,15.0,4.17,2.38,0.359,0.398,0.757,47,1,45.333333333333336,1,0,1,4,0,0.833,0.954,0,0.0196363636,0.154842734,0,82.66666666666666,0.0,1991,6,18,30,0,0,0,0,0,0,1,0,0,0,0,5729.024277026383,0,0,10.36,20.33333333333333,0.3333333333333333,1.3333333333333333,0.0,0.6666666666666666,0.0666666666666666,20.77777777777778,31.33333333333333,2.0,8.0,0.6666666666666666,10.0,16.333333333333332,14.666666666666666,2.3633333333333333,0.0,0.0,0.0,0.3333333333333333,100.33333333333331,343.0,0.3773333333333333,4.666666666666667,0.3333333333333333,2.0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,4.666666666666667,1.0,0.0,2.6666666666666665,33.333333333333336,15.0,0.387,22.9,18.53333333333333,4.38,5.31,0.449,0.5933333333333334,1.0423333333333331,20.33333333333333,0.3333333333333333,20.77777777777778,0.3333333333333333,0.0,1.0,2.6666666666666665,0.0,0.9443333333333334,0.0486666666666666,0.0135965936666666,0.0,0.0,3028.59
2002,2020,5.47,28,0,1,0,0,0.0,24.666666666666668,28,4,10,0,26,16,15,1.54,0,0,0,0,112,450,0.283,6,0,1,2,1,2,0,0,0,0,9,0,0,1,23,24,0.338,16.1,18.2,9.49,3.65,0.342,0.465,0.807,28,0,24.666666666666668,0,0,0,4,0,1.0,0.245,0,0.00654545455,0.690836011,0,426.33333333333337,0.0,1983,7,13,38,0,0,0,0,1,0,0,0,0,0,0,16901.63711651358,0,0,4.046,39.2,1.4,3.0,7.0,3.0,0.2053999999999999,35.8,36.8,3.4,16.6,3.0,27.2,18.2,16.0,1.516,0.0,0.0,0.0,1.6,160.4,639.6,0.2718,7.0,0.0,1.6,1.2,1.4,1.0,0.0,0.0,0.0,1.4,17.0,12.8,1.0,3.4,41.4,33.8,0.3166,16.22,17.94,7.006,4.12,0.358,0.3968,0.7547999999999999,39.2,0.0,35.8,0.8,0.2,2.0,5.8,0.0,0.9138,0.766,0.031373219056,0.0,0.0,18379.48140963479
2012,2020,3.94,58,5,4,25,0,0.556,59.333333333333336,52,8,23,0,57,29,26,1.26,0,0,0,8,249,966,0.235,14,1,2,3,5,1,0,0,0,5,47,33,2,4,49,66,0.277,16.7,16.3,8.65,3.49,0.304,0.416,0.72,58,0,59.333333333333336,1,0,5,7,1,0.923,1.577,0,0.117818182,0.625471331,0,442.33333333333326,0.0,1993,6,14,28,0,0,0,0,0,0,1,0,0,0,0,10701.210627221059,0,0,6.32,28.6,5.0,6.0,5.0,0.2,0.3778,84.39999999999999,97.8,12.8,42.2,5.4,75.8,59.6,55.6,1.6740000000000002,0.0,0.0,3.8,1.6,391.8,1556.0,0.2768,18.8,1.2,2.8,4.4,1.4,4.6,0.0,14.6,3.8,1.2,10.4,7.0,0.4,4.6,67.0,100.8,0.3094,63.71999999999999,19.12,7.696,5.295999999999999,0.3718,0.4652,0.837,28.6,14.6,84.39999999999999,0.8,0.4,3.6,7.8,0.6,0.9512,0.391,0.12169983304,0.0,0.0,5904.79799431554
2014,2020,4.91,12,0,0,0,0,0.0,7.333333333333333,4,0,7,0,5,4,4,1.5,0,0,0,0,31,109,0.167,0,0,0,0,2,1,0,0,0,0,5,0,0,1,12,3,0.211,9.1,14.9,6.14,8.59,0.355,0.167,0.522,12,0,7.333333333333333,0,0,0,2,0,1.0,0.137,0,0.008,0.114400635,0,98.0,0.0,1994,5,2,27,0,0,0,0,0,0,1,0,0,0,0,3629.157594186395,0,0,5.73,29.0,0.0,0.5,0.5,1.5,0.0,20.833333333333336,20.5,1.5,18.5,0.0,18.0,18.0,14.5,1.725,0.0,0.0,0.0,0.5,101.0,400.0,0.2195,4.5,0.5,1.5,1.0,1.5,4.5,0.0,0.0,0.0,0.0,6.5,3.0,0.0,1.0,26.0,16.5,0.269,12.05,17.5,7.135,8.225,0.377,0.293,0.6699999999999999,29.0,0.0,20.833333333333336,0.0,0.0,1.0,4.0,0.0,1.0,-0.097,0.02430456855,0.0,0.0,3482.250072865054
2004,2020,3.0,4,0,0,0,0,0.0,3.0,1,0,2,0,2,1,1,1.0,0,0,0,0,11,54,0.111,0,0,0,0,0,0,0,1,0,0,2,0,0,1,2,4,0.143,13.5,18.0,6.0,6.0,0.273,0.111,0.384,4,1,3.0,0,0,0,0,0,0.0,0.123,0,0.032,1.457310111,0,803.0,0.0,1985,5,17,36,0,0,0,0,1,0,0,0,0,0,0,16115.647126274915,0,0,4.96,15.6,4.0,4.6,0.0,0.0,0.2838,73.46666666666667,88.4,10.0,24.4,4.4,48.6,47.4,44.8,1.4419999999999995,0.0,0.0,4.8,0.0,326.8,1224.6,0.2683999999999999,16.0,1.0,4.4,2.2,1.0,2.6,0.6,14.6,4.0,0.0,0.4,0.0,0.0,8.4,82.8,73.8,0.3016,66.9,17.119999999999997,5.952,3.5700000000000003,0.3485999999999999,0.3923999999999999,0.741,15.6,14.6,73.46666666666667,0.8,0.4,3.6,10.4,0.2,0.7667999999999999,0.7731999999999999,0.10967867882,0.0,0.0,14129.862078712924
2018,2020,5.64,22,3,4,1,0,0.429,44.66666666666666,50,9,25,5,29,29,28,1.68,0,0,1,1,206,837,0.287,12,1,2,0,0,3,0,6,2,1,6,2,0,3,36,59,0.301,38.0,18.7,5.84,5.04,0.392,0.523,0.915,22,6,44.66666666666666,0,0,3,6,0,1.0,0.305,0,0.171636364,0.439840361,0,51.33333333333332,0.0,2000,1,13,21,0,0,0,0,0,0,0,0,0,1,0,4692.2904642563,0,0,3.996666666666666,8.666666666666666,1.0,1.3333333333333333,0.3333333333333333,0.0,0.143,17.111111111111107,18.666666666666668,3.0,9.666666666666666,3.0,11.0,11.0,10.666666666666666,1.4233333333333331,0.0,0.0,0.3333333333333333,0.3333333333333333,80.0,321.3333333333333,0.1789999999999999,4.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,0.0,2.333333333333333,0.6666666666666666,0.3333333333333333,2.6666666666666665,0.6666666666666666,0.0,1.3333333333333333,14.0,23.0,0.2003333333333333,31.23333333333333,19.2,4.0633333333333335,6.266666666666667,0.4306666666666667,0.2576666666666666,0.6883333333333334,8.666666666666666,2.333333333333333,17.111111111111107,0.3333333333333333,0.0,1.0,2.333333333333333,0.0,0.6666666666666666,0.1213333333333333,0.1466134537666666,0.0,0.0,2807.3390557939915
2018,2020,8.39,11,0,5,0,0,0.0,24.666666666666668,30,5,16,0,19,24,23,1.86,0,0,0,0,117,465,0.313,6,0,2,3,0,2,0,5,0,0,5,0,0,2,14,36,0.333,42.3,18.9,6.93,5.84,0.4,0.531,0.931,11,5,24.666666666666668,1,0,0,1,0,0.5,-0.527,0,0.0538181818,0.36471877,0,81.66666666666667,0.0,1999,8,20,22,0,0,0,0,0,0,0,0,0,1,0,3365.9673539846426,0,0,8.35,20.666666666666668,0.3333333333333333,3.333333333333333,0.0,0.3333333333333333,0.1666666666666666,27.222222222222225,35.666666666666664,5.666666666666667,16.666666666666668,1.3333333333333333,21.33333333333333,26.33333333333333,25.0,1.9166666666666667,0.0,0.0,0.0,0.3333333333333333,133.0,526.6666666666666,0.3183333333333333,5.666666666666667,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.0,1.0,0.6666666666666666,3.6666666666666665,0.0,0.3333333333333333,5.0,3.333333333333333,0.0,1.6666666666666667,22.33333333333333,34.0,0.35,28.366666666666664,19.6,7.316666666666666,5.43,0.4076666666666666,0.5260000000000001,0.9336666666666668,20.666666666666668,3.6666666666666665,27.222222222222225,1.0,0.0,0.3333333333333333,2.6666666666666665,0.0,0.7593333333333333,-0.5713333333333334,0.1215729232666666,0.0,0.0,3107.3390557939915
2014,2020,135.0,1,0,0,0,0,0.0,0.3333333333333333,3,0,0,2,0,5,5,9.0,0,0,0,0,6,24,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.75,24.0,72.0,0.0,0.0,0.833,0.75,1.583,1,0,0.3333333333333333,0,0,0,0,0,0.0,-0.173,0,0.00436363636,0.0337955324,0,33.333333333333336,0.0,1995,3,3,26,1,0,0,0,0,0,0,0,0,0,0,3212.6837804900247,0,0,69.68,5.0,1.5,0.5,0.0,0.0,0.375,16.666666666666668,19.0,0.5,9.0,2.0,9.5,11.0,10.5,5.305,0.0,0.0,0.0,0.0,78.5,303.5,0.5115000000000001,4.5,0.0,1.0,0.5,0.0,1.5,0.0,3.0,1.5,0.0,0.5,0.0,0.0,1.5,14.0,24.0,0.531,44.4,44.85,2.59,2.455,0.601,0.5585,1.1595,5.0,3.0,16.666666666666668,0.0,0.0,1.0,1.0,0.0,0.5,0.1305,0.01689776618,0.0,0.0,3600.0
2012,2020,21.6,1,0,0,0,0,0.0,1.6666666666666663,4,1,2,0,1,4,4,3.6,0,0,0,0,11,48,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,48.0,28.8,5.4,10.8,0.6,1.0,1.6,1,0,1.6666666666666663,0,0,0,0,0,0.0,-0.154,0,0.00654545455,0.0127355031,0,7.666666666666666,0.0,1988,3,17,33,0,0,0,0,0,0,1,0,0,0,0,5078.696051797439,0,0,18.45,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,1.7777777777777777,3.333333333333333,0.3333333333333333,2.0,0.0,2.0,3.6666666666666665,3.0,3.0766666666666667,0.0,0.0,0.0,0.0,11.0,48.0,0.411,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,2.333333333333333,1.0,0.5223333333333334,34.9,29.3,11.176666666666668,9.976666666666668,0.5126666666666666,0.6723333333333333,1.185,1.6666666666666667,0.0,1.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,-0.1043333333333333,0.00316874145,0.0,0.0,2757.3390557939915
2008,2020,8.01,36,1,1,0,1,0.5,30.33333333333333,32,5,23,1,21,27,27,1.81,0,0,0,0,145,560,0.281,7,0,2,5,0,1,0,0,0,1,6,2,0,2,26,40,0.29,15.6,18.5,6.23,6.82,0.392,0.474,0.866,36,0,30.33333333333333,0,0,1,6,1,1.0,-0.355,0,0.0305454545,0.238658619,0,239.0,0.0,1989,3,10,32,0,0,0,0,0,0,1,0,0,0,0,8265.059992735596,0,0,6.529999999999999,37.8,1.2,1.6,0.0,2.2,0.36,47.4,48.4,7.2,25.0,1.8,41.8,33.4,31.8,1.61,0.0,0.0,0.0,0.6,214.8,841.2,0.2696,9.8,0.8,1.0,3.0,1.0,5.0,0.0,2.4,0.2,1.0,7.0,3.6,0.0,3.0,43.2,53.6,0.3,22.16,17.94,7.602000000000001,4.964,0.3591999999999999,0.4558,0.8150000000000001,37.8,2.4,47.4,0.0,0.0,2.6,6.0,0.4,1.0,0.193,0.04742614694,0.0,0.0,6428.427844742068
2012,2020,13.5,10,0,2,0,1,0.0,8.666666666666666,18,1,6,0,6,13,13,2.77,0,0,0,0,49,178,0.419,5,0,0,0,0,1,0,1,0,0,1,2,0,1,10,9,0.472,17.8,20.5,6.23,6.23,0.49,0.605,1.095,10,1,8.666666666666666,0,0,0,1,0,1.0,-0.535,0,0.0130909091,0.410028072,0,321.3333333333333,0.0,1989,7,16,32,0,0,0,0,0,0,0,0,0,1,0,6767.268592331784,0,0,6.662000000000001,23.8,2.2,4.8,0.0,0.8,0.3792,60.4,71.0,5.6,34.8,3.2,29.4,41.6,37.8,1.92,0.2,0.2,1.6,0.0,277.6,1080.0,0.3226,13.4,1.4,3.4,2.2,0.2,4.2,0.0,9.8,2.0,0.2,2.8,1.4,0.0,9.6,81.8,54.0,0.3558,38.00000000000001,18.28,5.176,5.634,0.4198,0.476,0.8958,23.8,9.8,60.4,0.2,0.2,3.6,13.0,1.0,0.9858,0.2123999999999999,0.06353989824,0.0,0.0,6881.933710449934
2012,2020,1.04,30,1,0,0,8,1.0,26.0,20,2,6,2,14,4,3,1.0,0,0,0,0,104,401,0.211,4,0,1,0,1,2,0,0,0,1,4,10,0,4,38,23,0.228,13.4,15.4,4.85,2.08,0.272,0.316,0.588,30,0,26.0,0,0,3,3,1,1.0,1.376,0,0.0196363636,0.249369548,0,307.33333333333337,0.0,1989,7,15,32,0,0,0,1,0,0,0,0,0,0,0,16318.29684857938,0,0,5.254,25.4,1.4,1.4,0.2,3.4,0.38,32.06666666666667,34.0,3.6,8.6,2.6,20.0,15.2,13.8,1.416,0.0,0.0,0.0,0.6,137.4,545.6,0.2954,6.6,0.6,1.8,1.4,1.0,1.6,0.0,1.2,0.4,1.0,5.2,4.6,0.2,4.0,40.4,30.0,0.3128,23.08,17.32,5.411999999999999,2.032,0.3339999999999999,0.4624,0.7964,25.4,1.2,32.06666666666667,0.2,0.0,1.8,2.6,0.4,0.96,0.7497999999999999,0.02975187266,0.0,0.0,10722.884565785094
2014,2020,6.3,6,0,1,0,0,0.0,10.0,19,4,3,1,7,11,7,2.2,0,0,0,0,53,200,0.396,3,0,0,1,0,1,0,1,0,0,2,0,0,1,12,11,0.395,33.3,20.0,6.3,2.7,0.434,0.708,1.142,6,1,10.0,0,0,0,1,0,1.0,-0.212,0,0.0116363636,0.0789781825,0,95.66666666666669,0.0,1992,2,20,29,0,0,0,0,0,0,1,0,0,0,0,3552.37200138292,0,0,6.603333333333333,23.666666666666668,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.111,31.444444444444446,38.66666666666666,4.666666666666667,18.33333333333333,2.6666666666666665,23.0,26.666666666666668,24.0,1.856666666666667,0.0,0.0,0.0,0.3333333333333333,148.33333333333334,582.6666666666666,0.3266666666666667,7.666666666666667,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.6666666666666666,4.333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,8.333333333333334,1.0,0.0,4.333333333333333,32.0,32.333333333333336,0.3616666666666666,26.866666666666664,18.73333333333333,7.1000000000000005,4.266666666666667,0.4016666666666666,0.537,0.9386666666666666,23.666666666666668,0.3333333333333333,31.444444444444446,0.0,0.6666666666666666,2.6666666666666665,2.6666666666666665,0.6666666666666666,1.0,-0.0516666666666666,0.015916465899,0.0,0.0,2965.04
2014,2020,0.0,7,0,0,0,0,0.0,7.333333333333333,7,0,6,1,1,0,0,1.77,0,0,0,0,34,137,0.292,0,0,1,2,0,0,0,0,0,0,2,1,0,2,9,9,0.28,19.6,18.7,1.23,7.36,0.424,0.292,0.716,7,0,7.333333333333333,0,0,0,0,0,0.0,0.352,0,0.000727272727,0.126797245,0,63.33333333333334,0.0,1992,1,11,29,0,0,0,0,0,0,0,0,0,1,0,4132.882773167886,0,0,6.1825,21.0,0.25,0.25,0.25,2.5,0.125,15.833333333333336,18.25,2.25,7.0,2.75,9.0,10.25,9.5,1.91,0.0,0.0,0.0,0.75,73.25,281.75,0.3195,2.75,0.0,0.75,0.5,0.0,1.0,0.0,0.0,0.0,0.25,4.0,4.25,0.25,2.5,23.75,11.75,0.34175,16.05,19.475,4.760000000000001,4.8325000000000005,0.41025,0.44675,0.857,21.0,0.0,15.833333333333336,0.25,0.0,0.5,1.75,0.25,0.46875,0.1465,0.03169931136925,0.0,0.0,3514.723077692197
2014,2020,10.24,21,0,0,0,4,0.0,19.33333333333333,29,3,14,2,17,22,22,2.22,0,0,0,1,101,420,0.345,4,0,0,1,1,3,0,0,0,0,3,5,0,1,21,18,0.4,20.0,21.7,7.91,6.52,0.446,0.5,0.946,21,0,19.33333333333333,0,0,2,2,0,1.0,-0.517,0,0.016,0.0236902317,0,24.33333333333333,0.0,1995,12,26,26,0,0,0,0,0,0,0,0,0,1,0,3502.227368953696,0,0,8.495000000000001,13.5,0.0,0.0,0.0,2.0,0.0,11.666666666666664,18.5,2.5,7.5,1.0,11.5,12.5,12.5,2.2350000000000003,0.0,0.0,0.0,0.5,60.5,255.5,0.383,2.0,0.0,0.0,0.5,0.5,1.5,0.0,0.0,0.0,0.0,3.5,3.0,0.0,1.0,12.5,9.5,0.4725,17.6,22.25,10.705,4.385,0.448,0.6185,1.0665,13.5,0.0,11.666666666666664,0.0,0.0,1.0,1.0,0.0,0.5,-0.2685,0.009368925395,0.0,0.0,2900.0
2014,2020,5.96,35,2,4,0,0,0.333,77.0,96,12,25,2,38,52,51,1.57,0,0,2,0,340,1323,0.311,18,1,1,3,0,4,0,7,1,1,8,0,0,11,75,103,0.321,37.8,17.2,4.44,2.92,0.363,0.492,0.855,35,7,77.0,1,1,4,7,1,0.917,0.55,0,0.0196363636,0.0574584363,0,101.33333333333334,0.0,1995,6,27,26,0,0,0,0,1,0,0,0,0,0,0,4424.663472524404,0,0,8.21,16.0,0.6666666666666666,1.6666666666666667,0.0,0.0,0.111,33.44444444444445,45.66666666666666,6.333333333333333,11.0,0.6666666666666666,18.0,25.666666666666668,25.0,1.93,0.0,0.0,0.6666666666666666,0.0,151.66666666666666,588.3333333333334,0.3636666666666666,8.666666666666666,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.0,1.3333333333333333,0.0,3.333333333333333,0.3333333333333333,0.3333333333333333,3.6666666666666665,0.0,0.0,4.666666666666667,31.666666666666668,44.0,0.3799999999999999,35.36666666666667,18.4,5.61,3.036666666666666,0.4073333333333333,0.607,1.0143333333333333,16.0,3.333333333333333,33.44444444444445,0.3333333333333333,0.6666666666666666,1.6666666666666667,3.0,0.3333333333333333,0.9723333333333332,0.104,0.01349542356,0.0,0.0,2915.04
2009,2020,4.91,6,0,0,0,0,0.0,3.6666666666666665,7,1,1,0,4,3,2,2.18,0,0,0,0,20,87,0.389,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,0.462,14.5,23.7,9.82,2.45,0.421,0.556,0.977,6,0,3.6666666666666665,1,0,0,1,0,0.5,-0.001,0,0.00945454545,0.0416085866,0,33.99999999999999,0.0,1990,10,23,31,0,0,0,0,1,0,0,0,0,0,0,4313.084718304245,0,0,9.953333333333331,11.666666666666666,0.6666666666666666,1.3333333333333333,0.0,2.0,0.111,11.33333333333333,13.0,0.6666666666666666,5.333333333333333,0.0,7.333333333333333,8.0,7.0,2.486666666666667,0.0,0.0,0.0,0.0,52.0,180.66666666666663,0.3779999999999999,2.333333333333333,0.0,2.333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,0.6666666666666666,1.0,2.0,0.0,1.0,10.666666666666666,13.333333333333334,0.4436666666666666,15.733333333333334,20.266666666666666,7.920000000000001,6.023333333333333,0.4463333333333333,0.555,1.0013333333333334,11.666666666666666,0.0,11.33333333333333,0.6666666666666666,0.0,0.3333333333333333,2.6666666666666665,0.0,0.7916666666666666,0.0263333333333333,0.01386952885,0.0,0.0,3908.154506437768
2009,2020,3.47,54,4,1,0,4,0.8,57.0,54,6,12,2,42,23,22,1.16,0,0,0,2,228,790,0.261,10,1,1,6,0,3,0,0,0,4,16,9,0,8,36,81,0.291,14.6,13.9,6.63,1.89,0.3,0.406,0.706,54,0,57.0,2,0,3,2,0,0.714,1.231,0,0.0203636364,0.20630059,0,248.3333333333333,0.0,1989,9,19,32,0,0,1,0,0,0,0,0,0,0,0,10534.417159666526,0,0,4.888,32.2,1.8,0.6,0.4,2.0,0.8266,37.93333333333333,36.2,5.4,12.6,3.4,27.2,20.6,19.6,1.318,0.0,0.0,0.0,0.8,162.6,599.8,0.252,7.2,0.2,1.0,2.2,0.0,3.2,0.2,0.0,0.0,1.8,9.4,3.6,0.0,2.6,28.0,54.2,0.2708,19.6,16.06,6.316,3.184,0.3268,0.4202,0.747,32.2,0.0,37.93333333333333,0.8,0.0,1.0,2.2,0.0,0.8527999999999999,0.4712,0.0233720528399999,0.0,0.0,5979.020186228495
2012,2020,5.15,25,9,10,0,0,0.474,127.66666666666669,152,12,33,9,106,80,73,1.45,0,0,7,0,559,2224,0.3,26,3,4,6,0,3,1,25,9,0,0,0,0,15,124,131,0.354,89.0,17.4,7.47,2.33,0.35,0.434,0.784,25,25,127.66666666666669,0,1,2,13,3,1.0,1.356,0,0.156363636,1.189147805,0,457.0,0.0,1993,4,16,28,1,0,0,0,0,0,0,0,0,0,0,14202.837793481103,0,0,5.058,23.0,5.6,6.2,0.0,0.6,0.4364,86.73333333333333,109.2,10.2,24.2,6.4,62.8,52.8,48.4,1.606,0.4,0.4,4.6,0.2,386.4,1488.0,0.3168,19.2,1.2,2.2,3.4,0.8,1.6,0.4,14.2,5.0,0.6,2.2,0.6,0.0,9.8,91.8,89.8,0.3614,65.92,17.32,6.726000000000001,2.9240000000000004,0.3734,0.4684,0.8418000000000001,23.0,14.2,86.73333333333333,0.2,0.2,3.0,11.8,1.2,0.9666,0.994,0.23362135376,0.0,0.0,7663.963425612586
2014,2020,5.61,33,2,4,0,5,0.333,51.333333333333336,55,3,22,2,54,33,32,1.5,0,0,1,1,228,989,0.275,12,2,2,2,1,0,0,5,0,2,2,6,0,6,44,49,0.359,30.0,19.3,9.47,3.86,0.35,0.4,0.75,33,5,51.333333333333336,2,0,2,4,1,0.75,0.369,0,0.113454545,0.14108029,0,111.66666666666669,0.0,1995,1,7,26,0,0,0,0,0,1,0,0,0,0,0,5890.692871115216,0,0,6.076666666666667,28.0,0.6666666666666666,1.6666666666666667,0.0,2.0,0.111,37.22222222222222,39.0,4.0,18.0,2.333333333333333,35.0,25.0,23.33333333333333,1.5733333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,168.66666666666666,698.6666666666666,0.2683333333333333,6.333333333333333,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,2.6666666666666665,0.0,3.0,0.0,0.6666666666666666,8.0,2.333333333333333,0.0,3.0,35.333333333333336,38.333333333333336,0.317,24.266666666666666,18.666666666666668,8.053333333333335,4.63,0.3586666666666667,0.4120000000000001,0.7706666666666666,28.0,3.0,37.22222222222222,0.6666666666666666,0.0,2.0,2.333333333333333,0.3333333333333333,0.9166666666666666,0.1863333333333333,0.0470267634566666,0.0,0.0,2707.3390557939915
2018,2020,5.45,20,2,2,0,1,0.5,67.66666666666667,83,12,14,2,55,47,41,1.43,0,0,4,0,296,1177,0.302,9,2,1,4,0,5,2,13,2,0,3,0,0,7,68,73,0.335,58.9,17.4,7.32,1.86,0.336,0.48,0.816,20,13,67.66666666666667,0,0,3,13,2,1.0,-0.009,0,0.117090909,0.195119656,0,134.0,0.0,2000,2,10,21,0,0,0,1,0,0,0,0,0,0,0,8191.024039042293,0,0,5.37,25.0,3.5,3.0,0.0,1.0,0.528,67.0,82.5,9.5,22.5,4.0,50.5,43.5,40.0,1.565,0.5,0.5,3.0,0.0,301.5,1145.0,0.305,7.5,1.5,0.5,4.0,0.0,4.5,1.0,11.5,3.5,0.0,3.5,1.5,0.0,7.0,64.0,77.5,0.3405,48.0,17.1,6.78,3.035,0.362,0.4485,0.8105,25.0,11.5,67.0,0.0,0.0,3.5,9.5,1.0,1.0,0.0865,0.0975598282,0.0,0.0,6300.0
2016,2020,7.43,22,1,7,0,0,0.125,46.0,60,7,20,8,22,43,38,1.74,0,0,1,0,220,858,0.316,7,1,0,2,0,4,0,7,0,1,4,0,0,3,64,46,0.325,39.0,18.7,4.3,3.91,0.4,0.474,0.874,22,7,46.0,0,0,0,8,0,1.0,-0.741,0,0.0167272727,0.205788854,0,193.0,0.0,1993,2,3,28,0,0,0,0,1,0,0,0,0,0,0,8665.056298370648,0,0,7.274000000000001,28.4,2.4,2.8,1.2,3.0,0.584,38.6,45.0,5.0,15.8,3.8,26.4,27.8,25.6,1.748,0.0,0.0,0.2,1.0,176.8,676.4,0.296,7.4,1.4,2.0,1.2,1.2,2.2,0.4,2.4,0.0,2.4,7.6,5.4,0.2,3.0,46.0,37.8,0.3279999999999999,23.92,17.98,6.537999999999999,4.882,0.3852,0.4773999999999999,0.8625999999999999,28.4,2.4,38.6,0.2,0.0,1.8,5.8,0.0,0.9,0.0561999999999999,0.0411577707999999,0.0,0.0,8242.599381817061
